county,office,district,party,candidate,votes,precinct
Somerset,Governor,,DEM,TOM WOLF,197,SOMERSETX4
Somerset,Governor,,DEM,TOM WOLF,144,SOMERSETXEAST
Somerset,Governor,,DEM,TOM WOLF,192,SOMERSETXNORTH WEST
Somerset,Governor,,DEM,TOM WOLF,489,SOMERSETXSOUTH WEST
Somerset,Governor,,DEM,TOM WOLF,43,SOUTHAMPTON
Somerset,Governor,,DEM,TOM WOLF,205,STONYCREEK
Somerset,Governor,,DEM,TOM WOLF,51,STOYSTOWN
Somerset,Governor,,DEM,TOM WOLF,228,SUMMIT
Somerset,Governor,,DEM,TOM WOLF,105,UPPER TURKEYFOOT
Somerset,Governor,,DEM,TOM WOLF,21,URSINA
Somerset,Governor,,DEM,TOM WOLF,14,WELLERSBURG
Somerset,Governor,,DEM,TOM WOLF,179,WINDBERX1
Somerset,Governor,,DEM,TOM WOLF,232,WINDBERX2
Somerset,Governor,,DEM,TOM WOLF,151,WINDBERX3
Somerset,Governor,,DEM,TOM WOLF,153,WINDBERX4
Somerset,Governor,,REP,SCOTT R WAGNER,230,ADDISON
Somerset,Governor,,REP,SCOTT R WAGNER,52,ADDISON
Somerset,Governor,,REP,SCOTT R WAGNER,215,ALLEGHENY
Somerset,Governor,,REP,SCOTT R WAGNER,32,BENSON
Somerset,Governor,,REP,SCOTT R WAGNER,523,BERLIN
Somerset,Governor,,REP,SCOTT R WAGNER,273,BLACK
Somerset,Governor,,REP,SCOTT R WAGNER,242,BOSWELL
Somerset,Governor,,REP,SCOTT R WAGNER,789,BROTHERS VALLEY
Somerset,Governor,,REP,SCOTT R WAGNER,15,CALLIMONT
Somerset,Governor,,REP,SCOTT R WAGNER,24,CASSELMAN
Somerset,Governor,,REP,SCOTT R WAGNER,196,CENTRAL CITY
Somerset,Governor,,REP,SCOTT R WAGNER,554,CONEMAUGHX1
Somerset,Governor,,REP,SCOTT R WAGNER,423,CONEMAUGHX2
Somerset,Governor,,REP,SCOTT R WAGNER,383,CONEMAUGHX3
Somerset,Governor,,REP,SCOTT R WAGNER,426,CONEMAUGHX4
Somerset,Governor,,REP,SCOTT R WAGNER,147,CONEMAUGHX5
Somerset,Governor,,REP,SCOTT R WAGNER,130,CONFLUENCE
Somerset,Governor,,REP,SCOTT R WAGNER,425,ELK LICK
Somerset,Governor,,REP,SCOTT R WAGNER,38,FAIRHOPE
Somerset,Governor,,REP,SCOTT R WAGNER,75,GARRETT
Somerset,Governor,,REP,SCOTT R WAGNER,167,GREENVILLE
Somerset,Governor,,REP,SCOTT R WAGNER,163,HOOVERSVILLE
Somerset,Governor,,REP,SCOTT R WAGNER,182,INDIAN LAKE
Somerset,Governor,,REP,SCOTT R WAGNER,467,JEFFERSON
Somerset,Governor,,REP,SCOTT R WAGNER,503,JENNERX1
Somerset,Governor,,REP,SCOTT R WAGNER,338,JENNERX2
Somerset,Governor,,REP,SCOTT R WAGNER,229,JENNERX3
Somerset,Governor,,REP,SCOTT R WAGNER,208,JENNERSTOWN
Somerset,Governor,,REP,SCOTT R WAGNER,193,LARIMER
Somerset,Governor,,REP,SCOTT R WAGNER,504,LINCOLN
Somerset,Governor,,REP,SCOTT R WAGNER,128,LOWER TURKEYFOOT
Somerset,Governor,,REP,SCOTT R WAGNER,437,MEYERSDALE
Somerset,Governor,,REP,SCOTT R WAGNER,291,MIDDLECREEK
Somerset,Governor,,REP,SCOTT R WAGNER,501,MILFORD
Somerset,Governor,,REP,SCOTT R WAGNER,33,NEW BALTIMORE
Somerset,Governor,,REP,SCOTT R WAGNER,72,NEW CENTERVILLE
Somerset,Governor,,REP,SCOTT R WAGNER,128,NORTHAMPTON
Somerset,Governor,,REP,SCOTT R WAGNER,149,OGLE
Somerset,Governor,,REP,SCOTT R WAGNER,399,PAINTX1
Somerset,Governor,,REP,SCOTT R WAGNER,360,PAINTX2
Somerset,Governor,,REP,SCOTT R WAGNER,144,PAINTX3
Somerset,Governor,,REP,SCOTT R WAGNER,188,PAINT
Somerset,Governor,,REP,SCOTT R WAGNER,523,QUEMAHONING
Somerset,Governor,,REP,SCOTT R WAGNER,208,ROCKWOOD
Somerset,Governor,,REP,SCOTT R WAGNER,183,SALISBURY
Somerset,Governor,,REP,SCOTT R WAGNER,4,SEVEN SPRINGS
Somerset,Governor,,REP,SCOTT R WAGNER,194,SHADEX1
Somerset,Governor,,REP,SCOTT R WAGNER,165,SHADEX2
Somerset,Governor,,REP,SCOTT R WAGNER,213,SHADEX3
Somerset,Governor,,REP,SCOTT R WAGNER,62,SHANKSVILLE
Somerset,Governor,,REP,SCOTT R WAGNER,554,SOMERSETX1
Somerset,Governor,,REP,SCOTT R WAGNER,723,SOMERSETX2
Somerset,Governor,,REP,SCOTT R WAGNER,666,SOMERSETX3
Somerset,Governor,,REP,SCOTT R WAGNER,471,SOMERSETX4
Somerset,Governor,,REP,SCOTT R WAGNER,249,SOMERSETXEAST
Somerset,Governor,,REP,SCOTT R WAGNER,385,SOMERSETXNORTH WEST
Somerset,Governor,,REP,SCOTT R WAGNER,661,SOMERSETXSOUTH WEST
Somerset,Governor,,REP,SCOTT R WAGNER,206,SOUTHAMPTON
Somerset,Governor,,REP,SCOTT R WAGNER,729,STONYCREEK
Somerset,Governor,,REP,SCOTT R WAGNER,106,STOYSTOWN
Somerset,Governor,,REP,SCOTT R WAGNER,549,SUMMIT
Somerset,Governor,,REP,SCOTT R WAGNER,407,UPPER TURKEYFOOT
Somerset,Governor,,REP,SCOTT R WAGNER,44,URSINA
Somerset,Governor,,REP,SCOTT R WAGNER,66,WELLERSBURG
Somerset,Governor,,REP,SCOTT R WAGNER,167,WINDBERX1
Somerset,Governor,,REP,SCOTT R WAGNER,240,WINDBERX2
Somerset,Governor,,REP,SCOTT R WAGNER,134,WINDBERX3
Somerset,Governor,,REP,SCOTT R WAGNER,135,WINDBERX4
Somerset,Governor,,GRN,PAUL GLOVER,2,ADDISON
Somerset,Governor,,GRN,PAUL GLOVER,0,ADDISON
Somerset,Governor,,GRN,PAUL GLOVER,2,ALLEGHENY
Somerset,Governor,,GRN,PAUL GLOVER,0,BENSON
Somerset,Governor,,GRN,PAUL GLOVER,5,BERLIN
Somerset,Governor,,GRN,PAUL GLOVER,0,BLACK
Somerset,Governor,,GRN,PAUL GLOVER,5,BOSWELL
Somerset,Governor,,GRN,PAUL GLOVER,5,BROTHERS VALLEY
Somerset,Governor,,GRN,PAUL GLOVER,0,CALLIMONT
Somerset,Governor,,GRN,PAUL GLOVER,0,CASSELMAN
Somerset,Governor,,GRN,PAUL GLOVER,1,CENTRAL CITY
Somerset,Governor,,GRN,PAUL GLOVER,3,CONEMAUGHX1
Somerset,Governor,,GRN,PAUL GLOVER,7,CONEMAUGHX2
Somerset,Governor,,GRN,PAUL GLOVER,5,CONEMAUGHX3
Somerset,Governor,,GRN,PAUL GLOVER,0,CONEMAUGHX4
Somerset,Governor,,GRN,PAUL GLOVER,2,CONEMAUGHX5
Somerset,Governor,,GRN,PAUL GLOVER,4,CONFLUENCE
Somerset,Governor,,GRN,PAUL GLOVER,6,ELK LICK
Somerset,Governor,,GRN,PAUL GLOVER,2,FAIRHOPE
Somerset,Governor,,GRN,PAUL GLOVER,2,GARRETT
Somerset,Governor,,GRN,PAUL GLOVER,3,GREENVILLE
Somerset,Governor,,GRN,PAUL GLOVER,2,HOOVERSVILLE
Somerset,Governor,,GRN,PAUL GLOVER,1,INDIAN LAKE
Somerset,Governor,,GRN,PAUL GLOVER,2,JEFFERSON
Somerset,Governor,,GRN,PAUL GLOVER,5,JENNERX1
Somerset,Governor,,GRN,PAUL GLOVER,2,JENNERX2
Somerset,Governor,,GRN,PAUL GLOVER,4,JENNERX3
Somerset,Governor,,GRN,PAUL GLOVER,1,JENNERSTOWN
Somerset,Governor,,GRN,PAUL GLOVER,3,LARIMER
Somerset,Governor,,GRN,PAUL GLOVER,6,LINCOLN
Somerset,Governor,,GRN,PAUL GLOVER,1,LOWER TURKEYFOOT
Somerset,Governor,,GRN,PAUL GLOVER,4,MEYERSDALE
Somerset,Governor,,GRN,PAUL GLOVER,4,MIDDLECREEK
Somerset,Governor,,GRN,PAUL GLOVER,4,MILFORD
Somerset,Governor,,GRN,PAUL GLOVER,1,NEW BALTIMORE
Somerset,Governor,,GRN,PAUL GLOVER,1,NEW CENTERVILLE
Somerset,Governor,,GRN,PAUL GLOVER,1,NORTHAMPTON
Somerset,Governor,,GRN,PAUL GLOVER,0,OGLE
Somerset,Governor,,GRN,PAUL GLOVER,3,PAINTX1
Somerset,Governor,,GRN,PAUL GLOVER,5,PAINTX2
Somerset,Governor,,GRN,PAUL GLOVER,0,PAINTX3
Somerset,Governor,,GRN,PAUL GLOVER,1,PAINT
Somerset,Governor,,GRN,PAUL GLOVER,5,QUEMAHONING
Somerset,Governor,,GRN,PAUL GLOVER,2,ROCKWOOD
Somerset,Governor,,GRN,PAUL GLOVER,2,SALISBURY
Somerset,Governor,,GRN,PAUL GLOVER,0,SEVEN SPRINGS
Somerset,Governor,,GRN,PAUL GLOVER,6,SHADEX1
Somerset,Governor,,GRN,PAUL GLOVER,6,SHADEX2
Somerset,Governor,,GRN,PAUL GLOVER,3,SHADEX3
Somerset,Governor,,GRN,PAUL GLOVER,0,SHANKSVILLE
Somerset,Governor,,GRN,PAUL GLOVER,11,SOMERSETX1
Somerset,Governor,,GRN,PAUL GLOVER,12,SOMERSETX2
Somerset,Governor,,GRN,PAUL GLOVER,3,SOMERSETX3
Somerset,Governor,,GRN,PAUL GLOVER,4,SOMERSETX4
Somerset,Governor,,GRN,PAUL GLOVER,1,SOMERSETXEAST
Somerset,Governor,,GRN,PAUL GLOVER,7,SOMERSETXNORTH WEST
Somerset,Governor,,GRN,PAUL GLOVER,5,SOMERSETXSOUTH WEST
Somerset,Governor,,GRN,PAUL GLOVER,0,SOUTHAMPTON
Somerset,Governor,,GRN,PAUL GLOVER,7,STONYCREEK
Somerset,Governor,,GRN,PAUL GLOVER,0,STOYSTOWN
Somerset,Governor,,GRN,PAUL GLOVER,10,SUMMIT
Somerset,Governor,,GRN,PAUL GLOVER,5,UPPER TURKEYFOOT
Somerset,Governor,,GRN,PAUL GLOVER,0,URSINA
Somerset,Governor,,GRN,PAUL GLOVER,0,WELLERSBURG
Somerset,Governor,,GRN,PAUL GLOVER,2,WINDBERX1
Somerset,Governor,,GRN,PAUL GLOVER,3,WINDBERX2
Somerset,Governor,,GRN,PAUL GLOVER,3,WINDBERX3
Somerset,Governor,,GRN,PAUL GLOVER,2,WINDBERX4
Somerset,Governor,,LIB,KEN V KRAWCHUK,4,ADDISON
Somerset,Governor,,LIB,KEN V KRAWCHUK,3,ADDISON
Somerset,Governor,,LIB,KEN V KRAWCHUK,4,ALLEGHENY
Somerset,Governor,,LIB,KEN V KRAWCHUK,1,BENSON
Somerset,Governor,,LIB,KEN V KRAWCHUK,12,BERLIN
Somerset,Governor,,LIB,KEN V KRAWCHUK,4,BLACK
Somerset,Governor,,LIB,KEN V KRAWCHUK,12,BOSWELL
Somerset,Governor,,LIB,KEN V KRAWCHUK,15,BROTHERS VALLEY
Somerset,Governor,,LIB,KEN V KRAWCHUK,0,CALLIMONT
Somerset,Governor,,LIB,KEN V KRAWCHUK,0,CASSELMAN
Somerset,Governor,,LIB,KEN V KRAWCHUK,3,CENTRAL CITY
Somerset,Governor,,LIB,KEN V KRAWCHUK,13,CONEMAUGHX1
Somerset,Governor,,LIB,KEN V KRAWCHUK,8,CONEMAUGHX2
Somerset,Governor,,LIB,KEN V KRAWCHUK,6,CONEMAUGHX3
Somerset,Governor,,LIB,KEN V KRAWCHUK,8,CONEMAUGHX4
Somerset,Governor,,LIB,KEN V KRAWCHUK,4,CONEMAUGHX5
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,CONFLUENCE
Somerset,Governor,,LIB,KEN V KRAWCHUK,8,ELK LICK
Somerset,Governor,,LIB,KEN V KRAWCHUK,1,FAIRHOPE
Somerset,Governor,,LIB,KEN V KRAWCHUK,0,GARRETT
Somerset,Governor,,LIB,KEN V KRAWCHUK,1,GREENVILLE
Somerset,Governor,,LIB,KEN V KRAWCHUK,1,HOOVERSVILLE
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,INDIAN LAKE
Somerset,Governor,,LIB,KEN V KRAWCHUK,7,JEFFERSON
Somerset,Governor,,LIB,KEN V KRAWCHUK,7,JENNERX1
Somerset,Governor,,LIB,KEN V KRAWCHUK,8,JENNERX2
Somerset,Governor,,LIB,KEN V KRAWCHUK,7,JENNERX3
Somerset,Governor,,LIB,KEN V KRAWCHUK,6,JENNERSTOWN
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,LARIMER
Somerset,Governor,,LIB,KEN V KRAWCHUK,10,LINCOLN
Somerset,Governor,,LIB,KEN V KRAWCHUK,4,LOWER TURKEYFOOT
Somerset,Governor,,LIB,KEN V KRAWCHUK,13,MEYERSDALE
Somerset,Governor,,LIB,KEN V KRAWCHUK,3,MIDDLECREEK
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,MILFORD
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,NEW BALTIMORE
Somerset,Governor,,LIB,KEN V KRAWCHUK,3,NEW CENTERVILLE
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,NORTHAMPTON
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,OGLE
Somerset,Governor,,LIB,KEN V KRAWCHUK,6,PAINTX1
Somerset,Governor,,LIB,KEN V KRAWCHUK,9,PAINTX2
Somerset,Governor,,LIB,KEN V KRAWCHUK,4,PAINTX3
Somerset,Governor,,LIB,KEN V KRAWCHUK,6,PAINT
Somerset,Governor,,LIB,KEN V KRAWCHUK,10,QUEMAHONING
Somerset,Governor,,LIB,KEN V KRAWCHUK,5,ROCKWOOD
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,SALISBURY
Somerset,Governor,,LIB,KEN V KRAWCHUK,0,SEVEN SPRINGS
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,SHADEX1
Somerset,Governor,,LIB,KEN V KRAWCHUK,0,SHADEX2
Somerset,Governor,,LIB,KEN V KRAWCHUK,7,SHADEX3
Somerset,Governor,,LIB,KEN V KRAWCHUK,0,SHANKSVILLE
Somerset,Governor,,LIB,KEN V KRAWCHUK,11,SOMERSETX1
Somerset,Governor,,LIB,KEN V KRAWCHUK,14,SOMERSETX2
Somerset,Governor,,LIB,KEN V KRAWCHUK,13,SOMERSETX3
Somerset,Governor,,LIB,KEN V KRAWCHUK,8,SOMERSETX4
Somerset,Governor,,LIB,KEN V KRAWCHUK,3,SOMERSETXEAST
Somerset,Governor,,LIB,KEN V KRAWCHUK,7,SOMERSETXNORTH WEST
Somerset,Governor,,LIB,KEN V KRAWCHUK,15,SOMERSETXSOUTH WEST
Somerset,Governor,,LIB,KEN V KRAWCHUK,5,SOUTHAMPTON
Somerset,Governor,,LIB,KEN V KRAWCHUK,14,STONYCREEK
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,STOYSTOWN
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,SUMMIT
Somerset,Governor,,LIB,KEN V KRAWCHUK,7,UPPER TURKEYFOOT
Somerset,Governor,,LIB,KEN V KRAWCHUK,1,URSINA
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,WELLERSBURG
Somerset,Governor,,LIB,KEN V KRAWCHUK,2,WINDBERX1
Somerset,Governor,,LIB,KEN V KRAWCHUK,8,WINDBERX2
Somerset,Governor,,LIB,KEN V KRAWCHUK,3,WINDBERX3
Somerset,Governor,,LIB,KEN V KRAWCHUK,8,WINDBERX4
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,87,ADDISON
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,18,ADDISON
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,60,ALLEGHENY
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,31,BENSON
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,153,BERLIN
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,54,BLACK
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,160,BOSWELL
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,138,BROTHERS VALLEY
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,3,CALLIMONT
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,7,CASSELMAN
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,109,CENTRAL CITY
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,241,CONEMAUGHX1
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,198,CONEMAUGHX2
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,200,CONEMAUGHX3
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,179,CONEMAUGHX4
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,60,CONEMAUGHX5
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,83,CONFLUENCE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,106,ELK LICK
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,11,FAIRHOPE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,39,GARRETT
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,48,GREENVILLE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,61,HOOVERSVILLE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,60,INDIAN LAKE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,182,JEFFERSON
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,209,JENNERX1
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,92,JENNERX2
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,63,JENNERX3
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,77,JENNERSTOWN
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,21,LARIMER
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,112,LINCOLN
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,34,LOWER TURKEYFOOT
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,202,MEYERSDALE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,79,MIDDLECREEK
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,133,MILFORD
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,33,NEW BALTIMORE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,24,NEW CENTERVILLE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,27,NORTHAMPTON
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,51,OGLE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,152,PAINTX1
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,208,PAINTX2
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,40,PAINTX3
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,111,PAINT
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,166,QUEMAHONING
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,63,ROCKWOOD
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,56,SALISBURY
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,2,SEVEN SPRINGS
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,54,SHADEX1
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,129,SHADEX2
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,141,SHADEX3
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,11,SHANKSVILLE
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,160,SOMERSETX1
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,179,SOMERSETX2
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,205,SOMERSETX3
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,127,SOMERSETX4
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,110,SOMERSETXEAST
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,137,SOMERSETXNORTH WEST
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,366,SOMERSETXSOUTH WEST
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,31,SOUTHAMPTON
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,137,STONYCREEK
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,32,STOYSTOWN
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,151,SUMMIT
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,75,UPPER TURKEYFOOT
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,17,URSINA
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,13,WELLERSBURG
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,166,WINDBERX1
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,208,WINDBERX2
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,135,WINDBERX3
Somerset,U.S. House,13.0,DEM,BRENT OTTAWAY,136,WINDBERX4
Somerset,U.S. House,13.0,REP,JOHN JOYCE,265,ADDISON
Somerset,U.S. House,13.0,REP,JOHN JOYCE,57,ADDISON
Somerset,U.S. House,13.0,REP,JOHN JOYCE,241,ALLEGHENY
Somerset,U.S. House,13.0,REP,JOHN JOYCE,39,BENSON
Somerset,U.S. House,13.0,REP,JOHN JOYCE,610,BERLIN
Somerset,U.S. House,13.0,REP,JOHN JOYCE,305,BLACK
Somerset,U.S. House,13.0,REP,JOHN JOYCE,275,BOSWELL
Somerset,U.S. House,13.0,REP,JOHN JOYCE,887,BROTHERS VALLEY
Somerset,U.S. House,13.0,REP,JOHN JOYCE,18,CALLIMONT
Somerset,U.S. House,13.0,REP,JOHN JOYCE,26,CASSELMAN
Somerset,U.S. House,13.0,REP,JOHN JOYCE,231,CENTRAL CITY
Somerset,U.S. House,13.0,REP,JOHN JOYCE,680,CONEMAUGHX1
Somerset,U.S. House,13.0,REP,JOHN JOYCE,493,CONEMAUGHX2
Somerset,U.S. House,13.0,REP,JOHN JOYCE,428,CONEMAUGHX3
Somerset,U.S. House,13.0,REP,JOHN JOYCE,473,CONEMAUGHX4
Somerset,U.S. House,13.0,REP,JOHN JOYCE,168,CONEMAUGHX5
Somerset,U.S. House,13.0,REP,JOHN JOYCE,142,CONFLUENCE
Somerset,U.S. House,13.0,REP,JOHN JOYCE,459,ELK LICK
Somerset,U.S. House,13.0,REP,JOHN JOYCE,40,FAIRHOPE
Somerset,U.S. House,13.0,REP,JOHN JOYCE,91,GARRETT
Somerset,U.S. House,13.0,REP,JOHN JOYCE,187,GREENVILLE
Somerset,U.S. House,13.0,REP,JOHN JOYCE,183,HOOVERSVILLE
Somerset,U.S. House,13.0,REP,JOHN JOYCE,195,INDIAN LAKE
Somerset,U.S. House,13.0,REP,JOHN JOYCE,509,JEFFERSON
Somerset,U.S. House,13.0,REP,JOHN JOYCE,546,JENNERX1
Somerset,U.S. House,13.0,REP,JOHN JOYCE,377,JENNERX2
Somerset,U.S. House,13.0,REP,JOHN JOYCE,251,JENNERX3
Somerset,U.S. House,13.0,REP,JOHN JOYCE,243,JENNERSTOWN
Somerset,U.S. House,13.0,REP,JOHN JOYCE,214,LARIMER
Somerset,U.S. House,13.0,REP,JOHN JOYCE,582,LINCOLN
Somerset,U.S. House,13.0,REP,JOHN JOYCE,138,LOWER TURKEYFOOT
Somerset,U.S. House,13.0,REP,JOHN JOYCE,517,MEYERSDALE
Somerset,U.S. House,13.0,REP,JOHN JOYCE,324,MIDDLECREEK
Somerset,U.S. House,13.0,REP,JOHN JOYCE,550,MILFORD
Somerset,U.S. House,13.0,REP,JOHN JOYCE,40,NEW BALTIMORE
Somerset,U.S. House,13.0,REP,JOHN JOYCE,84,NEW CENTERVILLE
Somerset,U.S. House,13.0,REP,JOHN JOYCE,139,NORTHAMPTON
Somerset,U.S. House,13.0,REP,JOHN JOYCE,162,OGLE
Somerset,U.S. House,13.0,REP,JOHN JOYCE,445,PAINTX1
Somerset,U.S. House,13.0,REP,JOHN JOYCE,410,PAINTX2
Somerset,U.S. House,13.0,REP,JOHN JOYCE,167,PAINTX3
Somerset,U.S. House,13.0,REP,JOHN JOYCE,219,PAINT
