candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Union,Buffalo 1,1369
,Ballots Cast,,,Union,Buffalo 1,962
,Straight Party,,REP,Union,Buffalo 1,120
,Straight Party,,DEM,Union,Buffalo 1,420
,Straight Party,,GRN,Union,Buffalo 1,2
,Straight Party,,LIB,Union,Buffalo 1,1
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,Buffalo 1,282
Lou Barletta,U.S. Senate,,REP,Union,Buffalo 1,649
Neal Gale,U.S. Senate,,GRN,Union,Buffalo 1,8
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,Buffalo 1,5
Write In Votes,U.S. Senate,,,Union,Buffalo 1,0
Wolf/Fetterman,Governor,,DEM,Union,Buffalo 1,313
Wagner/Bartos,Governor,,REP,Union,Buffalo 1,609
Glover/Bowser-Bostic,Governor,,GRN,Union,Buffalo 1,8
Krawchuk/Smith,Governor,,LIB,Union,Buffalo 1,13
Write In Votes,Governor,,,Union,Buffalo 1,0
Marc Friedenberg,U.S. House,12,DEM,Union,Buffalo 1,239
Tom Marino,U.S. House,12,REP,Union,Buffalo 1,702
Write In Votes,U.S. House,12,,Union,Buffalo 1,0
Jennifer Rager-Kay,State House,85,DEM,Union,Buffalo 1,204
Fred Keller,State House,85,REP,Union,Buffalo 1,727
Write In Votes,State House,85,,Union,Buffalo 1,0
,Registered Voters,,,Union,Buffalo 2,490
,Ballots Cast,,,Union,Buffalo 2,328
,Straight Party,,REP,Union,Buffalo 2,25
,Straight Party,,DEM,Union,Buffalo 2,162
,Straight Party,,GRN,Union,Buffalo 2,1
,Straight Party,,LIB,Union,Buffalo 2,0
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,Buffalo 2,68
Lou Barletta,U.S. Senate,,REP,Union,Buffalo 2,252
Neal Gale,U.S. Senate,,GRN,Union,Buffalo 2,5
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,Buffalo 2,3
Write In Votes,U.S. Senate,,,Union,Buffalo 2,0
Wolf/Fetterman,Governor,,DEM,Union,Buffalo 2,91
Wagner/Bartos,Governor,,REP,Union,Buffalo 2,221
Glover/Bowser-Bostic,Governor,,GRN,Union,Buffalo 2,5
Krawchuk/Smith,Governor,,LIB,Union,Buffalo 2,8
Write In Votes,Governor,,,Union,Buffalo 2,0
Marc Friedenberg,U.S. House,12,DEM,Union,Buffalo 2,63
Tom Marino,U.S. House,12,REP,Union,Buffalo 2,261
Write In Votes,U.S. House,12,,Union,Buffalo 2,1
Jennifer Rager-Kay,State House,85,DEM,Union,Buffalo 2,65
Fred Keller,State House,85,REP,Union,Buffalo 2,258
Write In Votes,State House,85,,Union,Buffalo 2,0
,Registered Voters,,,Union,East Buffalo 1,1400
,Ballots Cast,,,Union,East Buffalo 1,955
,Straight Party,,REP,Union,East Buffalo 1,261
,Straight Party,,DEM,Union,East Buffalo 1,244
,Straight Party,,GRN,Union,East Buffalo 1,0
,Straight Party,,LIB,Union,East Buffalo 1,1
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,East Buffalo 1,498
Lou Barletta,U.S. Senate,,REP,Union,East Buffalo 1,437
Neal Gale,U.S. Senate,,GRN,Union,East Buffalo 1,5
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,East Buffalo 1,8
Write In Votes,U.S. Senate,,,Union,East Buffalo 1,0
Wolf/Fetterman,Governor,,DEM,Union,East Buffalo 1,551
Wagner/Bartos,Governor,,REP,Union,East Buffalo 1,381
Glover/Bowser-Bostic,Governor,,GRN,Union,East Buffalo 1,4
Krawchuk/Smith,Governor,,LIB,Union,East Buffalo 1,10
Write In Votes,Governor,,,Union,East Buffalo 1,4
Marc Friedenberg,U.S. House,12,DEM,Union,East Buffalo 1,483
Tom Marino,U.S. House,12,REP,Union,East Buffalo 1,466
Write In Votes,U.S. House,12,,Union,East Buffalo 1,0
Jennifer Rager-Kay,State House,85,DEM,Union,East Buffalo 1,448
Fred Keller,State House,85,REP,Union,East Buffalo 1,494
Write In Votes,State House,85,,Union,East Buffalo 1,0
,Registered Voters,,,Union,East Buffalo 2,1401
,Ballots Cast,,,Union,East Buffalo 2,1039
,Straight Party,,REP,Union,East Buffalo 2,306
,Straight Party,,DEM,Union,East Buffalo 2,236
,Straight Party,,GRN,Union,East Buffalo 2,0
,Straight Party,,LIB,Union,East Buffalo 2,1
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,East Buffalo 2,634
Lou Barletta,U.S. Senate,,REP,Union,East Buffalo 2,384
Neal Gale,U.S. Senate,,GRN,Union,East Buffalo 2,3
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,East Buffalo 2,9
Write In Votes,U.S. Senate,,,Union,East Buffalo 2,0
Wolf/Fetterman,Governor,,DEM,Union,East Buffalo 2,671
Wagner/Bartos,Governor,,REP,Union,East Buffalo 2,346
Glover/Bowser-Bostic,Governor,,GRN,Union,East Buffalo 2,4
Krawchuk/Smith,Governor,,LIB,Union,East Buffalo 2,8
Write In Votes,Governor,,,Union,East Buffalo 2,1
Marc Friedenberg,U.S. House,12,DEM,Union,East Buffalo 2,614
Tom Marino,U.S. House,12,REP,Union,East Buffalo 2,414
Write In Votes,U.S. House,12,,Union,East Buffalo 2,1
Jennifer Rager-Kay,State House,85,DEM,Union,East Buffalo 2,582
Fred Keller,State House,85,REP,Union,East Buffalo 2,441
Write In Votes,State House,85,,Union,East Buffalo 2,1
,Registered Voters,,,Union,East Buffalo 3,1314
,Ballots Cast,,,Union,East Buffalo 3,843
,Straight Party,,REP,Union,East Buffalo 3,227
,Straight Party,,DEM,Union,East Buffalo 3,221
,Straight Party,,GRN,Union,East Buffalo 3,0
,Straight Party,,LIB,Union,East Buffalo 3,4
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,East Buffalo 3,446
Lou Barletta,U.S. Senate,,REP,Union,East Buffalo 3,384
Neal Gale,U.S. Senate,,GRN,Union,East Buffalo 3,4
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,East Buffalo 3,7
Write In Votes,U.S. Senate,,,Union,East Buffalo 3,0
Wolf/Fetterman,Governor,,DEM,Union,East Buffalo 3,476
Wagner/Bartos,Governor,,REP,Union,East Buffalo 3,348
Glover/Bowser-Bostic,Governor,,GRN,Union,East Buffalo 3,4
Krawchuk/Smith,Governor,,LIB,Union,East Buffalo 3,11
Write In Votes,Governor,,,Union,East Buffalo 3,1
Marc Friedenberg,U.S. House,12,DEM,Union,East Buffalo 3,430
Tom Marino,U.S. House,12,REP,Union,East Buffalo 3,408
Write In Votes,U.S. House,12,,Union,East Buffalo 3,1
Jennifer Rager-Kay,State House,85,DEM,Union,East Buffalo 3,393
Fred Keller,State House,85,REP,Union,East Buffalo 3,435
Write In Votes,State House,85,,Union,East Buffalo 3,1
,Registered Voters,,,Union,East Buffalo 4,995
,Ballots Cast,,,Union,East Buffalo 4,343
,Straight Party,,REP,Union,East Buffalo 4,143
,Straight Party,,DEM,Union,East Buffalo 4,68
,Straight Party,,GRN,Union,East Buffalo 4,3
,Straight Party,,LIB,Union,East Buffalo 4,2
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,East Buffalo 4,226
Lou Barletta,U.S. Senate,,REP,Union,East Buffalo 4,111
Neal Gale,U.S. Senate,,GRN,Union,East Buffalo 4,4
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,East Buffalo 4,1
Write In Votes,U.S. Senate,,,Union,East Buffalo 4,0
Wolf/Fetterman,Governor,,DEM,Union,East Buffalo 4,235
Wagner/Bartos,Governor,,REP,Union,East Buffalo 4,97
Glover/Bowser-Bostic,Governor,,GRN,Union,East Buffalo 4,4
Krawchuk/Smith,Governor,,LIB,Union,East Buffalo 4,2
Write In Votes,Governor,,,Union,East Buffalo 4,0
Marc Friedenberg,U.S. House,12,DEM,Union,East Buffalo 4,224
Tom Marino,U.S. House,12,REP,Union,East Buffalo 4,116
Write In Votes,U.S. House,12,,Union,East Buffalo 4,1
Jennifer Rager-Kay,State House,85,DEM,Union,East Buffalo 4,219
Fred Keller,State House,85,REP,Union,East Buffalo 4,120
Write In Votes,State House,85,,Union,East Buffalo 4,1
,Registered Voters,,,Union,West Buffalo,1541
,Ballots Cast,,,Union,West Buffalo,1013
,Straight Party,,REP,Union,West Buffalo,105
,Straight Party,,DEM,Union,West Buffalo,529
,Straight Party,,GRN,Union,West Buffalo,1
,Straight Party,,LIB,Union,West Buffalo,0
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,West Buffalo,263
Lou Barletta,U.S. Senate,,REP,Union,West Buffalo,732
Neal Gale,U.S. Senate,,GRN,Union,West Buffalo,1
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,West Buffalo,8
Write In Votes,U.S. Senate,,,Union,West Buffalo,0
Wolf/Fetterman,Governor,,DEM,Union,West Buffalo,308
Wagner/Bartos,Governor,,REP,Union,West Buffalo,677
Glover/Bowser-Bostic,Governor,,GRN,Union,West Buffalo,4
Krawchuk/Smith,Governor,,LIB,Union,West Buffalo,8
Write In Votes,Governor,,,Union,West Buffalo,0
Marc Friedenberg,U.S. House,12,DEM,Union,West Buffalo,216
Tom Marino,U.S. House,12,REP,Union,West Buffalo,786
Write In Votes,U.S. House,12,,Union,West Buffalo,0
Jennifer Rager-Kay,State House,85,DEM,Union,West Buffalo,195
Fred Keller,State House,85,REP,Union,West Buffalo,796
Write In Votes,State House,85,,Union,West Buffalo,1
,Registered Voters,,,Union,Gregg,511
,Ballots Cast,,,Union,Gregg,326
,Straight Party,,REP,Union,Gregg,32
,Straight Party,,DEM,Union,Gregg,151
,Straight Party,,GRN,Union,Gregg,2
,Straight Party,,LIB,Union,Gregg,0
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,Gregg,87
Lou Barletta,U.S. Senate,,REP,Union,Gregg,224
Neal Gale,U.S. Senate,,GRN,Union,Gregg,4
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,Gregg,7
Write In Votes,U.S. Senate,,,Union,Gregg,0
Wolf/Fetterman,Governor,,DEM,Union,Gregg,99
Wagner/Bartos,Governor,,REP,Union,Gregg,209
Glover/Bowser-Bostic,Governor,,GRN,Union,Gregg,7
Krawchuk/Smith,Governor,,LIB,Union,Gregg,7
Write In Votes,Governor,,,Union,Gregg,0
Marc Friedenberg,U.S. House,12,DEM,Union,Gregg,80
Tom Marino,U.S. House,12,REP,Union,Gregg,242
Write In Votes,U.S. House,12,,Union,Gregg,0
Linda Kay Sosniak,State House,84,DEM,Union,Gregg,76
Garth Everett,State House,84,REP,Union,Gregg,245
Write In Votes,State House,84,,Union,Gregg,0
,Registered Voters,,,Union,Hartley,967
,Ballots Cast,,,Union,Hartley,644
,Straight Party,,REP,Union,Hartley,55
,Straight Party,,DEM,Union,Hartley,326
,Straight Party,,GRN,Union,Hartley,0
,Straight Party,,LIB,Union,Hartley,2
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,Hartley,139
Lou Barletta,U.S. Senate,,REP,Union,Hartley,488
Neal Gale,U.S. Senate,,GRN,Union,Hartley,2
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,Hartley,9
Write In Votes,U.S. Senate,,,Union,Hartley,0
Wolf/Fetterman,Governor,,DEM,Union,Hartley,156
Wagner/Bartos,Governor,,REP,Union,Hartley,468
Glover/Bowser-Bostic,Governor,,GRN,Union,Hartley,4
Krawchuk/Smith,Governor,,LIB,Union,Hartley,6
Write In Votes,Governor,,,Union,Hartley,0
Marc Friedenberg,U.S. House,12,DEM,Union,Hartley,115
Tom Marino,U.S. House,12,REP,Union,Hartley,516
Write In Votes,U.S. House,12,,Union,Hartley,0
Jennifer Rager-Kay,State House,85,DEM,Union,Hartley,112
Fred Keller,State House,85,REP,Union,Hartley,522
Write In Votes,State House,85,,Union,Hartley,0
,Registered Voters,,,Union,Kelly 1,1585
,Ballots Cast,,,Union,Kelly 1,966
,Straight Party,,REP,Union,Kelly 1,201
,Straight Party,,DEM,Union,Kelly 1,351
,Straight Party,,GRN,Union,Kelly 1,0
,Straight Party,,LIB,Union,Kelly 1,1
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,Kelly 1,426
Lou Barletta,U.S. Senate,,REP,Union,Kelly 1,520
Neal Gale,U.S. Senate,,GRN,Union,Kelly 1,4
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,Kelly 1,5
Write In Votes,U.S. Senate,,,Union,Kelly 1,1
Wolf/Fetterman,Governor,,DEM,Union,Kelly 1,472
Wagner/Bartos,Governor,,REP,Union,Kelly 1,475
Glover/Bowser-Bostic,Governor,,GRN,Union,Kelly 1,4
Krawchuk/Smith,Governor,,LIB,Union,Kelly 1,5
Write In Votes,Governor,,,Union,Kelly 1,2
Marc Friedenberg,U.S. House,12,DEM,Union,Kelly 1,383
Tom Marino,U.S. House,12,REP,Union,Kelly 1,567
Write In Votes,U.S. House,12,,Union,Kelly 1,0
Jennifer Rager-Kay,State House,85,DEM,Union,Kelly 1,350
Fred Keller,State House,85,REP,Union,Kelly 1,597
Write In Votes,State House,85,,Union,Kelly 1,2
,Registered Voters,,,Union,Kelly 2,455
,Ballots Cast,,,Union,Kelly 2,272
,Straight Party,,REP,Union,Kelly 2,63
,Straight Party,,DEM,Union,Kelly 2,94
,Straight Party,,GRN,Union,Kelly 2,0
,Straight Party,,LIB,Union,Kelly 2,0
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,Kelly 2,107
Lou Barletta,U.S. Senate,,REP,Union,Kelly 2,159
Neal Gale,U.S. Senate,,GRN,Union,Kelly 2,0
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,Kelly 2,4
Write In Votes,U.S. Senate,,,Union,Kelly 2,0
Wolf/Fetterman,Governor,,DEM,Union,Kelly 2,115
Wagner/Bartos,Governor,,REP,Union,Kelly 2,148
Glover/Bowser-Bostic,Governor,,GRN,Union,Kelly 2,1
Krawchuk/Smith,Governor,,LIB,Union,Kelly 2,5
Write In Votes,Governor,,,Union,Kelly 2,0
Marc Friedenberg,U.S. House,12,DEM,Union,Kelly 2,96
Tom Marino,U.S. House,12,REP,Union,Kelly 2,169
Write In Votes,U.S. House,12,,Union,Kelly 2,1
Jennifer Rager-Kay,State House,85,DEM,Union,Kelly 2,94
Fred Keller,State House,85,REP,Union,Kelly 2,174
Write In Votes,State House,85,,Union,Kelly 2,0
,Registered Voters,,,Union,Lewis,625
,Ballots Cast,,,Union,Lewis,417
,Straight Party,,REP,Union,Lewis,34
,Straight Party,,DEM,Union,Lewis,219
,Straight Party,,GRN,Union,Lewis,1
,Straight Party,,LIB,Union,Lewis,0
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,Lewis,88
Lou Barletta,U.S. Senate,,REP,Union,Lewis,314
Neal Gale,U.S. Senate,,GRN,Union,Lewis,2
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,Lewis,7
Write In Votes,U.S. Senate,,,Union,Lewis,0
Wolf/Fetterman,Governor,,DEM,Union,Lewis,102
Wagner/Bartos,Governor,,REP,Union,Lewis,288
Glover/Bowser-Bostic,Governor,,GRN,Union,Lewis,5
Krawchuk/Smith,Governor,,LIB,Union,Lewis,11
Write In Votes,Governor,,,Union,Lewis,1
Marc Friedenberg,U.S. House,12,DEM,Union,Lewis,64
Tom Marino,U.S. House,12,REP,Union,Lewis,344
Write In Votes,U.S. House,12,,Union,Lewis,0
Jennifer Rager-Kay,State House,85,DEM,Union,Lewis,66
Fred Keller,State House,85,REP,Union,Lewis,341
Write In Votes,State House,85,,Union,Lewis,0
,Registered Voters,,,Union,Limestone,908
,Ballots Cast,,,Union,Limestone,629
,Straight Party,,REP,Union,Limestone,62
,Straight Party,,DEM,Union,Limestone,294
,Straight Party,,GRN,Union,Limestone,1
,Straight Party,,LIB,Union,Limestone,3
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,Limestone,173
Lou Barletta,U.S. Senate,,REP,Union,Limestone,444
Neal Gale,U.S. Senate,,GRN,Union,Limestone,4
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,Limestone,3
Write In Votes,U.S. Senate,,,Union,Limestone,0
Wolf/Fetterman,Governor,,DEM,Union,Limestone,183
Wagner/Bartos,Governor,,REP,Union,Limestone,421
Glover/Bowser-Bostic,Governor,,GRN,Union,Limestone,4
Krawchuk/Smith,Governor,,LIB,Union,Limestone,15
Write In Votes,Governor,,,Union,Limestone,0
Marc Friedenberg,U.S. House,12,DEM,Union,Limestone,146
Tom Marino,U.S. House,12,REP,Union,Limestone,475
Write In Votes,U.S. House,12,,Union,Limestone,0
Jennifer Rager-Kay,State House,85,DEM,Union,Limestone,144
Fred Keller,State House,85,REP,Union,Limestone,477
Write In Votes,State House,85,,Union,Limestone,0
,Registered Voters,,,Union,Union,1083
,Ballots Cast,,,Union,Union,776
,Straight Party,,REP,Union,Union,132
,Straight Party,,DEM,Union,Union,298
,Straight Party,,GRN,Union,Union,0
,Straight Party,,LIB,Union,Union,2
"Bob Casey, Jr.",U.S. Senate,,DEM,Union,Union,289
Lou Barletta,U.S. Senate,,REP,Union,Union,472
Neal Gale,U.S. Senate,,GRN,Union,Union,3
"Dale R. Kerns, Jr.",U. S. Senate,,LIB,Union,Union,8
Write In Votes,U.S. Senate,,,Union,Union,0
Wolf/Fetterman,Governor,,DEM,Union,Union,326
Wagner/Bartos,Governor,,REP,Union,Union,432
Glover/Bowser-Bostic,Governor,,GRN,Union,Union,3
Krawchuk/Smith,Governor,,LIB,Union,Union,10
Write In Votes,Governor,,,Union,Union,0
Marc Friedenberg,U.S. House,12,DEM,Union,Union,272
Tom Marino,U.S. House,12,REP,Union,Union,496
