county,precinct,office,district,party,candidate,election_day,absentee,provisional,military,votes
PERRY,BLAIN BOROUGH,President,,DEM,Bernie Sanders,2,0,0,0,2
PERRY,BLAIN BOROUGH,President,,DEM,Joseph R Biden,4,0,0,1,5
PERRY,BLAIN BOROUGH,President,,DEM,Tulsi Gabbard,1,0,0,0,1
PERRY,BLAIN BOROUGH,President,,DEM,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,President,,REP,Donald J Trump,63,0,0,0,63
PERRY,BLAIN BOROUGH,President,,REP,Roque Rocky De La Fuente,2,0,0,0,2
PERRY,BLAIN BOROUGH,President,,REP,Bill Weld,0,0,0,0,0
PERRY,BLAIN BOROUGH,President,,REP,Write-In,1,0,0,0,1
PERRY,BLAIN BOROUGH,Attorney General,,DEM,Josh Shapiro,6,0,0,0,6
PERRY,BLAIN BOROUGH,Attorney General,,DEM,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,Attorney General,,REP,Heather Heidelbaugh,56,0,0,0,56
PERRY,BLAIN BOROUGH,Attorney General,,REP,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,Auditor General,,DEM,H Scott Conklin,2,0,0,0,2
PERRY,BLAIN BOROUGH,Auditor General,,DEM,Michael Lamb,1,0,0,0,1
PERRY,BLAIN BOROUGH,Auditor General,,DEM,Tracie Fountain,2,0,0,0,2
PERRY,BLAIN BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0,0,0
PERRY,BLAIN BOROUGH,Auditor General,,DEM,Nina Ahmad,1,0,0,0,1
PERRY,BLAIN BOROUGH,Auditor General,,DEM,Christina M Hartman,1,0,0,1,2
PERRY,BLAIN BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,Auditor General,,REP,Timothy Defoor,56,0,0,0,56
PERRY,BLAIN BOROUGH,Auditor General,,REP,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,State Treasurer,,DEM,Joe Torsella,7,0,0,1,8
PERRY,BLAIN BOROUGH,State Treasurer,,DEM,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,State Treasurer,,REP,Stacy L Garrity,58,0,0,0,58
PERRY,BLAIN BOROUGH,State Treasurer,,REP,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,U.S. House,12,DEM,Lee Griffin,7,0,0,1,8
PERRY,BLAIN BOROUGH,U.S. House,12,DEM,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,U.S. House,12,REP,Fred Keller,63,0,0,0,63
PERRY,BLAIN BOROUGH,U.S. House,12,REP,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,State Senate,15,DEM,George Scott,5,0,0,1,6
PERRY,BLAIN BOROUGH,State Senate,15,DEM,Alvin Q Taylor,2,0,0,0,2
PERRY,BLAIN BOROUGH,State Senate,15,DEM,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,State Senate,15,REP,John Disanto,59,0,0,0,59
PERRY,BLAIN BOROUGH,State Senate,15,REP,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,General Assembly,86,DEM,Write-In,0,0,0,0,0
PERRY,BLAIN BOROUGH,General Assembly,86,REP,Jed Nessinger,18,0,0,0,18
PERRY,BLAIN BOROUGH,General Assembly,86,REP,William Bill Benner,5,0,0,0,5
PERRY,BLAIN BOROUGH,General Assembly,86,REP,Perry Stambaugh,42,0,0,0,42
PERRY,BLAIN BOROUGH,General Assembly,86,REP,Write-In,0,0,0,0,0
PERRY,BLOOMFIELD BOROUGH,President,,DEM,Bernie Sanders,6,0,0,7,13
PERRY,BLOOMFIELD BOROUGH,President,,DEM,Joseph R Biden,20,0,0,34,54
PERRY,BLOOMFIELD BOROUGH,President,,DEM,Tulsi Gabbard,2,0,0,0,2
PERRY,BLOOMFIELD BOROUGH,President,,DEM,Write-In,5,0,0,3,8
PERRY,BLOOMFIELD BOROUGH,President,,REP,Donald J Trump,124,0,0,49,173
PERRY,BLOOMFIELD BOROUGH,President,,REP,Roque Rocky De La Fuente,3,0,0,2,5
PERRY,BLOOMFIELD BOROUGH,President,,REP,Bill Weld,6,0,0,6,12
PERRY,BLOOMFIELD BOROUGH,President,,REP,Write-In,4,0,0,2,6
PERRY,BLOOMFIELD BOROUGH,Attorney General,,DEM,Josh Shapiro,27,0,0,40,67
PERRY,BLOOMFIELD BOROUGH,Attorney General,,DEM,Write-In,0,0,0,0,0
PERRY,BLOOMFIELD BOROUGH,Attorney General,,REP,Heather Heidelbaugh,124,0,0,54,178
PERRY,BLOOMFIELD BOROUGH,Attorney General,,REP,Write-In,2,0,0,1,3
PERRY,BLOOMFIELD BOROUGH,Auditor General,,DEM,H Scott Conklin,7,0,0,6,13
PERRY,BLOOMFIELD BOROUGH,Auditor General,,DEM,Michael Lamb,4,0,0,5,9
PERRY,BLOOMFIELD BOROUGH,Auditor General,,DEM,Tracie Fountain,8,0,0,12,20
PERRY,BLOOMFIELD BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,0,3,4
PERRY,BLOOMFIELD BOROUGH,Auditor General,,DEM,Nina Ahmad,6,0,0,3,9
PERRY,BLOOMFIELD BOROUGH,Auditor General,,DEM,Christina M Hartman,6,0,0,8,14
PERRY,BLOOMFIELD BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
PERRY,BLOOMFIELD BOROUGH,Auditor General,,REP,Timothy Defoor,123,0,0,53,176
PERRY,BLOOMFIELD BOROUGH,Auditor General,,REP,Write-In,1,0,0,0,1
PERRY,BLOOMFIELD BOROUGH,State Treasurer,,DEM,Joe Torsella,29,0,0,38,67
PERRY,BLOOMFIELD BOROUGH,State Treasurer,,DEM,Write-In,0,0,0,0,0
PERRY,BLOOMFIELD BOROUGH,State Treasurer,,REP,Stacy L Garrity,123,0,0,53,176
PERRY,BLOOMFIELD BOROUGH,State Treasurer,,REP,Write-In,1,0,0,1,2
PERRY,BLOOMFIELD BOROUGH,U.S. House,12,DEM,Lee Griffin,28,0,0,38,66
PERRY,BLOOMFIELD BOROUGH,U.S. House,12,DEM,Write-In,2,0,0,0,2
PERRY,BLOOMFIELD BOROUGH,U.S. House,12,REP,Fred Keller,129,0,0,55,184
PERRY,BLOOMFIELD BOROUGH,U.S. House,12,REP,Write-In,2,0,0,0,2
PERRY,BLOOMFIELD BOROUGH,State Senate,15,DEM,George Scott,22,0,0,33,55
PERRY,BLOOMFIELD BOROUGH,State Senate,15,DEM,Alvin Q Taylor,9,0,0,6,15
PERRY,BLOOMFIELD BOROUGH,State Senate,15,DEM,Write-In,2,0,0,1,3
PERRY,BLOOMFIELD BOROUGH,State Senate,15,REP,John Disanto,126,0,0,56,182
PERRY,BLOOMFIELD BOROUGH,State Senate,15,REP,Write-In,1,0,0,1,2
PERRY,BLOOMFIELD BOROUGH,General Assembly,86,DEM,Write-In,14,0,0,12,26
PERRY,BLOOMFIELD BOROUGH,General Assembly,86,REP,Jed Nessinger,29,0,0,7,36
PERRY,BLOOMFIELD BOROUGH,General Assembly,86,REP,William Bill Benner,18,0,0,3,21
PERRY,BLOOMFIELD BOROUGH,General Assembly,86,REP,Perry Stambaugh,91,0,0,50,141
PERRY,BLOOMFIELD BOROUGH,General Assembly,86,REP,Write-In,1,0,0,0,1
PERRY,BUFFALO TOWNSHIP,President,,DEM,Bernie Sanders,5,0,0,4,9
PERRY,BUFFALO TOWNSHIP,President,,DEM,Joseph R Biden,22,0,0,33,55
PERRY,BUFFALO TOWNSHIP,President,,DEM,Tulsi Gabbard,4,0,0,1,5
PERRY,BUFFALO TOWNSHIP,President,,DEM,Write-In,3,0,0,0,3
PERRY,BUFFALO TOWNSHIP,President,,REP,Donald J Trump,199,0,0,38,237
PERRY,BUFFALO TOWNSHIP,President,,REP,Roque Rocky De La Fuente,2,0,0,1,3
PERRY,BUFFALO TOWNSHIP,President,,REP,Bill Weld,4,0,0,5,9
PERRY,BUFFALO TOWNSHIP,President,,REP,Write-In,5,0,0,2,7
PERRY,BUFFALO TOWNSHIP,Attorney General,,DEM,Josh Shapiro,35,0,0,35,70
PERRY,BUFFALO TOWNSHIP,Attorney General,,DEM,Write-In,0,0,0,0,0
PERRY,BUFFALO TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,195,0,0,37,232
PERRY,BUFFALO TOWNSHIP,Attorney General,,REP,Write-In,0,0,0,0,0
PERRY,BUFFALO TOWNSHIP,Auditor General,,DEM,H Scott Conklin,7,0,0,9,16
PERRY,BUFFALO TOWNSHIP,Auditor General,,DEM,Michael Lamb,4,0,0,2,6
PERRY,BUFFALO TOWNSHIP,Auditor General,,DEM,Tracie Fountain,19,0,0,17,36
PERRY,BUFFALO TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,0,2,3
PERRY,BUFFALO TOWNSHIP,Auditor General,,DEM,Nina Ahmad,1,0,0,3,4
PERRY,BUFFALO TOWNSHIP,Auditor General,,DEM,Christina M Hartman,5,0,0,2,7
PERRY,BUFFALO TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
PERRY,BUFFALO TOWNSHIP,Auditor General,,REP,Timothy Defoor,194,0,0,36,230
PERRY,BUFFALO TOWNSHIP,Auditor General,,REP,Write-In,2,0,0,0,2
PERRY,BUFFALO TOWNSHIP,State Treasurer,,DEM,Joe Torsella,34,0,0,34,68
PERRY,BUFFALO TOWNSHIP,State Treasurer,,DEM,Write-In,0,0,0,0,0
PERRY,BUFFALO TOWNSHIP,State Treasurer,,REP,Stacy L Garrity,189,0,0,36,225
PERRY,BUFFALO TOWNSHIP,State Treasurer,,REP,Write-In,1,0,0,1,2
PERRY,BUFFALO TOWNSHIP,U.S. House,12,DEM,Lee Griffin,34,0,0,32,66
PERRY,BUFFALO TOWNSHIP,U.S. House,12,DEM,Write-In,0,0,0,1,1
PERRY,BUFFALO TOWNSHIP,U.S. House,12,REP,Fred Keller,202,0,0,38,240
PERRY,BUFFALO TOWNSHIP,U.S. House,12,REP,Write-In,1,0,0,2,3
PERRY,BUFFALO TOWNSHIP,State Senate,15,DEM,George Scott,30,0,0,30,60
PERRY,BUFFALO TOWNSHIP,State Senate,15,DEM,Alvin Q Taylor,7,0,0,9,16
PERRY,BUFFALO TOWNSHIP,State Senate,15,DEM,Write-In,1,0,0,0,1
PERRY,BUFFALO TOWNSHIP,State Senate,15,REP,John Disanto,203,0,0,39,242
PERRY,BUFFALO TOWNSHIP,State Senate,15,REP,Write-In,0,0,0,1,1
PERRY,BUFFALO TOWNSHIP,General Assembly,86,DEM,Write-In,2,0,0,6,8
PERRY,BUFFALO TOWNSHIP,General Assembly,86,REP,Jed Nessinger,44,0,0,11,55
PERRY,BUFFALO TOWNSHIP,General Assembly,86,REP,William Bill Benner,66,0,0,9,75
PERRY,BUFFALO TOWNSHIP,General Assembly,86,REP,Perry Stambaugh,101,0,0,28,129
PERRY,BUFFALO TOWNSHIP,General Assembly,86,REP,Write-In,0,0,0,0,0
PERRY,CARROLL TOWNSHIP,President,,DEM,Bernie Sanders,18,0,0,31,49
PERRY,CARROLL TOWNSHIP,President,,DEM,Joseph R Biden,69,0,0,131,200
PERRY,CARROLL TOWNSHIP,President,,DEM,Tulsi Gabbard,12,0,0,6,18
PERRY,CARROLL TOWNSHIP,President,,DEM,Write-In,15,0,0,9,24
PERRY,CARROLL TOWNSHIP,President,,REP,Donald J Trump,718,0,0,190,908
PERRY,CARROLL TOWNSHIP,President,,REP,Roque Rocky De La Fuente,7,0,0,7,14
PERRY,CARROLL TOWNSHIP,President,,REP,Bill Weld,16,0,0,12,28
PERRY,CARROLL TOWNSHIP,President,,REP,Write-In,7,0,0,7,14
PERRY,CARROLL TOWNSHIP,Attorney General,,DEM,Josh Shapiro,96,0,0,160,256
PERRY,CARROLL TOWNSHIP,Attorney General,,DEM,Write-In,5,0,0,1,6
PERRY,CARROLL TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,669,0,0,198,867
PERRY,CARROLL TOWNSHIP,Attorney General,,REP,Write-In,3,0,0,3,6
PERRY,CARROLL TOWNSHIP,Auditor General,,DEM,H Scott Conklin,26,0,0,21,47
PERRY,CARROLL TOWNSHIP,Auditor General,,DEM,Michael Lamb,13,0,0,28,41
PERRY,CARROLL TOWNSHIP,Auditor General,,DEM,Tracie Fountain,28,0,0,80,108
PERRY,CARROLL TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,7,0,0,5,12
PERRY,CARROLL TOWNSHIP,Auditor General,,DEM,Nina Ahmad,9,0,0,18,27
PERRY,CARROLL TOWNSHIP,Auditor General,,DEM,Christina M Hartman,15,0,0,17,32
PERRY,CARROLL TOWNSHIP,Auditor General,,DEM,Write-In,7,0,0,1,8
PERRY,CARROLL TOWNSHIP,Auditor General,,REP,Timothy Defoor,678,0,0,200,878
PERRY,CARROLL TOWNSHIP,Auditor General,,REP,Write-In,1,0,0,1,2
PERRY,CARROLL TOWNSHIP,State Treasurer,,DEM,Joe Torsella,91,0,0,159,250
PERRY,CARROLL TOWNSHIP,State Treasurer,,DEM,Write-In,10,0,0,3,13
PERRY,CARROLL TOWNSHIP,State Treasurer,,REP,Stacy L Garrity,664,0,0,199,863
PERRY,CARROLL TOWNSHIP,State Treasurer,,REP,Write-In,1,0,0,1,2
PERRY,CARROLL TOWNSHIP,U.S. House,12,DEM,Lee Griffin,90,0,0,158,248
PERRY,CARROLL TOWNSHIP,U.S. House,12,DEM,Write-In,12,0,0,3,15
PERRY,CARROLL TOWNSHIP,U.S. House,12,REP,Fred Keller,694,0,0,202,896
PERRY,CARROLL TOWNSHIP,U.S. House,12,REP,Write-In,3,0,0,2,5
PERRY,CARROLL TOWNSHIP,State Senate,15,DEM,George Scott,82,0,0,137,219
PERRY,CARROLL TOWNSHIP,State Senate,15,DEM,Alvin Q Taylor,18,0,0,30,48
PERRY,CARROLL TOWNSHIP,State Senate,15,DEM,Write-In,8,0,0,2,10
PERRY,CARROLL TOWNSHIP,State Senate,15,REP,John Disanto,681,0,0,201,882
PERRY,CARROLL TOWNSHIP,State Senate,15,REP,Write-In,1,0,0,1,2
PERRY,CARROLL TOWNSHIP,General Assembly,86,DEM,Write-In,25,0,0,50,75
PERRY,CARROLL TOWNSHIP,General Assembly,86,REP,Jed Nessinger,165,0,0,20,185
PERRY,CARROLL TOWNSHIP,General Assembly,86,REP,William Bill Benner,150,0,0,30,180
PERRY,CARROLL TOWNSHIP,General Assembly,86,REP,Perry Stambaugh,430,0,0,175,605
PERRY,CARROLL TOWNSHIP,General Assembly,86,REP,Write-In,1,0,0,0,1
PERRY,CENTRE TOWNSHIP,President,,DEM,Bernie Sanders,16,0,0,20,36
PERRY,CENTRE TOWNSHIP,President,,DEM,Joseph R Biden,27,0,0,67,94
PERRY,CENTRE TOWNSHIP,President,,DEM,Tulsi Gabbard,2,0,0,3,5
PERRY,CENTRE TOWNSHIP,President,,DEM,Write-In,2,0,0,3,5
PERRY,CENTRE TOWNSHIP,President,,REP,Donald J Trump,336,0,2,106,444
PERRY,CENTRE TOWNSHIP,President,,REP,Roque Rocky De La Fuente,2,0,0,3,5
PERRY,CENTRE TOWNSHIP,President,,REP,Bill Weld,10,0,1,6,17
PERRY,CENTRE TOWNSHIP,President,,REP,Write-In,1,0,0,6,7
PERRY,CENTRE TOWNSHIP,Attorney General,,DEM,Josh Shapiro,43,0,0,89,132
PERRY,CENTRE TOWNSHIP,Attorney General,,DEM,Write-In,0,0,0,0,0
PERRY,CENTRE TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,316,0,3,112,431
PERRY,CENTRE TOWNSHIP,Attorney General,,REP,Write-In,0,0,0,1,1
PERRY,CENTRE TOWNSHIP,Auditor General,,DEM,H Scott Conklin,11,0,0,21,32
PERRY,CENTRE TOWNSHIP,Auditor General,,DEM,Michael Lamb,3,0,0,8,11
PERRY,CENTRE TOWNSHIP,Auditor General,,DEM,Tracie Fountain,17,0,0,35,52
PERRY,CENTRE TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,0,5,7
PERRY,CENTRE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,3,0,0,11,14
PERRY,CENTRE TOWNSHIP,Auditor General,,DEM,Christina M Hartman,7,0,0,11,18
PERRY,CENTRE TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
PERRY,CENTRE TOWNSHIP,Auditor General,,REP,Timothy Defoor,314,0,3,114,431
PERRY,CENTRE TOWNSHIP,Auditor General,,REP,Write-In,1,0,0,0,1
PERRY,CENTRE TOWNSHIP,State Treasurer,,DEM,Joe Torsella,43,0,0,85,128
PERRY,CENTRE TOWNSHIP,State Treasurer,,DEM,Write-In,0,0,0,1,1
PERRY,CENTRE TOWNSHIP,State Treasurer,,REP,Stacy L Garrity,314,0,3,113,430
PERRY,CENTRE TOWNSHIP,State Treasurer,,REP,Write-In,1,0,0,0,1
PERRY,CENTRE TOWNSHIP,U.S. House,12,DEM,Lee Griffin,40,0,0,85,125
PERRY,CENTRE TOWNSHIP,U.S. House,12,DEM,Write-In,1,0,0,0,1
PERRY,CENTRE TOWNSHIP,U.S. House,12,REP,Fred Keller,331,0,3,114,448
PERRY,CENTRE TOWNSHIP,U.S. House,12,REP,Write-In,1,0,0,2,3
PERRY,CENTRE TOWNSHIP,State Senate,15,DEM,George Scott,38,0,0,76,114
PERRY,CENTRE TOWNSHIP,State Senate,15,DEM,Alvin Q Taylor,6,0,0,15,21
PERRY,CENTRE TOWNSHIP,State Senate,15,DEM,Write-In,0,0,0,0,0
PERRY,CENTRE TOWNSHIP,State Senate,15,REP,John Disanto,335,0,3,116,454
PERRY,CENTRE TOWNSHIP,State Senate,15,REP,Write-In,0,0,0,0,0
PERRY,CENTRE TOWNSHIP,General Assembly,86,DEM,Write-In,13,0,0,31,44
PERRY,CENTRE TOWNSHIP,General Assembly,86,REP,Jed Nessinger,64,0,2,4,70
PERRY,CENTRE TOWNSHIP,General Assembly,86,REP,William Bill Benner,75,0,0,25,100
PERRY,CENTRE TOWNSHIP,General Assembly,86,REP,Perry Stambaugh,214,0,0,101,315
PERRY,CENTRE TOWNSHIP,General Assembly,86,REP,Write-In,1,0,0,0,1
PERRY,DUNCANNON BOROUGH,President,,DEM,Bernie Sanders,14,0,0,11,25
PERRY,DUNCANNON BOROUGH,President,,DEM,Joseph R Biden,33,0,0,46,79
PERRY,DUNCANNON BOROUGH,President,,DEM,Tulsi Gabbard,3,0,0,2,5
PERRY,DUNCANNON BOROUGH,President,,DEM,Write-In,3,0,0,0,3
PERRY,DUNCANNON BOROUGH,President,,REP,Donald J Trump,149,0,0,28,177
PERRY,DUNCANNON BOROUGH,President,,REP,Roque Rocky De La Fuente,2,0,0,0,2
PERRY,DUNCANNON BOROUGH,President,,REP,Bill Weld,4,0,0,2,6
PERRY,DUNCANNON BOROUGH,President,,REP,Write-In,3,0,0,2,5
PERRY,DUNCANNON BOROUGH,Attorney General,,DEM,Josh Shapiro,45,0,0,59,104
PERRY,DUNCANNON BOROUGH,Attorney General,,DEM,Write-In,0,0,0,0,0
PERRY,DUNCANNON BOROUGH,Attorney General,,REP,Heather Heidelbaugh,141,0,0,30,171
PERRY,DUNCANNON BOROUGH,Attorney General,,REP,Write-In,0,0,0,0,0
PERRY,DUNCANNON BOROUGH,Auditor General,,DEM,H Scott Conklin,6,0,0,2,8
PERRY,DUNCANNON BOROUGH,Auditor General,,DEM,Michael Lamb,5,0,0,7,12
PERRY,DUNCANNON BOROUGH,Auditor General,,DEM,Tracie Fountain,16,0,0,18,34
PERRY,DUNCANNON BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,0,1,3
PERRY,DUNCANNON BOROUGH,Auditor General,,DEM,Nina Ahmad,12,0,0,16,28
PERRY,DUNCANNON BOROUGH,Auditor General,,DEM,Christina M Hartman,9,0,0,10,19
PERRY,DUNCANNON BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
PERRY,DUNCANNON BOROUGH,Auditor General,,REP,Timothy Defoor,144,0,0,29,173
PERRY,DUNCANNON BOROUGH,Auditor General,,REP,Write-In,0,0,0,1,1
PERRY,DUNCANNON BOROUGH,State Treasurer,,DEM,Joe Torsella,47,0,0,57,104
PERRY,DUNCANNON BOROUGH,State Treasurer,,DEM,Write-In,0,0,0,0,0
PERRY,DUNCANNON BOROUGH,State Treasurer,,REP,Stacy L Garrity,139,0,0,30,169
PERRY,DUNCANNON BOROUGH,State Treasurer,,REP,Write-In,0,0,0,0,0
PERRY,DUNCANNON BOROUGH,U.S. House,12,DEM,Lee Griffin,44,0,0,55,99
PERRY,DUNCANNON BOROUGH,U.S. House,12,DEM,Write-In,0,0,0,2,2
PERRY,DUNCANNON BOROUGH,U.S. House,12,REP,Fred Keller,150,0,0,29,179
PERRY,DUNCANNON BOROUGH,U.S. House,12,REP,Write-In,0,0,0,1,1
PERRY,DUNCANNON BOROUGH,State Senate,15,DEM,George Scott,39,0,0,41,80
PERRY,DUNCANNON BOROUGH,State Senate,15,DEM,Alvin Q Taylor,16,0,0,15,31
PERRY,DUNCANNON BOROUGH,State Senate,15,DEM,Write-In,0,0,0,0,0
PERRY,DUNCANNON BOROUGH,State Senate,15,REP,John Disanto,141,0,0,32,173
PERRY,DUNCANNON BOROUGH,State Senate,15,REP,Write-In,1,0,0,1,2
PERRY,DUNCANNON BOROUGH,General Assembly,86,DEM,Write-In,2,0,0,6,8
PERRY,DUNCANNON BOROUGH,General Assembly,86,REP,Jed Nessinger,51,0,0,4,55
PERRY,DUNCANNON BOROUGH,General Assembly,86,REP,William Bill Benner,15,0,0,6,21
PERRY,DUNCANNON BOROUGH,General Assembly,86,REP,Perry Stambaugh,93,0,0,23,116
PERRY,DUNCANNON BOROUGH,General Assembly,86,REP,Write-In,1,0,0,0,1
PERRY,GREENWOOD TOWNSHIP,President,,DEM,Bernie Sanders,13,0,0,4,17
PERRY,GREENWOOD TOWNSHIP,President,,DEM,Joseph R Biden,28,0,0,30,58
PERRY,GREENWOOD TOWNSHIP,President,,DEM,Tulsi Gabbard,3,0,0,1,4
PERRY,GREENWOOD TOWNSHIP,President,,DEM,Write-In,1,0,0,1,2
PERRY,GREENWOOD TOWNSHIP,President,,REP,Donald J Trump,152,0,0,68,220
PERRY,GREENWOOD TOWNSHIP,President,,REP,Roque Rocky De La Fuente,5,0,0,3,8
PERRY,GREENWOOD TOWNSHIP,President,,REP,Bill Weld,4,0,0,10,14
PERRY,GREENWOOD TOWNSHIP,President,,REP,Write-In,3,0,0,4,7
