county,party,office,district,candidate,precinct,votes
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,DINGMAN TWP #1,156
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,DINGMAN TWP #1,163
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,DINGMAN TWP #1,332
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,DINGMAN TWP #1,155
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,DINGMAN TWP #1,343
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,DINGMAN TWP #1,133
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,DINGMAN TWP #1,317
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,DINGMAN TWP #1,316
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,DINGMAN TWP #1,136
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,DINGMAN TWP #2,110
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,DINGMAN TWP #2,133
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,DINGMAN TWP #2,116
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,DINGMAN TWP #2,277
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,DINGMAN TWP #2,125
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,DINGMAN TWP #2,285
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,DINGMAN TWP #2,92
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,DINGMAN TWP #2,262
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,DINGMAN TWP #2,255
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,DINGMAN TWP #2,97
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,GREENE TWP,54
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,GREENE TWP,61
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,GREENE TWP,68
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,GREENE TWP,177
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,GREENE TWP,70
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,GREENE TWP,166
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,GREENE TWP,64
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,GREENE TWP,158
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,GREENE TWP,158
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,GREENE TWP,50
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,LACKAWAXEN TWP #1,27
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,LACKAWAXEN TWP #1,38
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,LACKAWAXEN TWP #1,40
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,LACKAWAXEN TWP #1,111
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,LACKAWAXEN TWP #1,41
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,LACKAWAXEN TWP #1,116
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,LACKAWAXEN TWP #1,28
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,LACKAWAXEN TWP #1,107
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,LACKAWAXEN TWP #1,102
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,LACKAWAXEN TWP #1,28
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,LACKAWAXEN TWP #2,40
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,LACKAWAXEN TWP #2,48
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,LACKAWAXEN TWP #2,56
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,LACKAWAXEN TWP #2,113
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,LACKAWAXEN TWP #2,46
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,LACKAWAXEN TWP #2,107
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,LACKAWAXEN TWP #2,38
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,LACKAWAXEN TWP #2,103
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,LACKAWAXEN TWP #2,105
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,LACKAWAXEN TWP #2,40
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,LEHMAN TWP #1,78
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,LEHMAN TWP #1,87
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,LEHMAN TWP #1,68
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,LEHMAN TWP #1,252
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,LEHMAN TWP #1,68
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,LEHMAN TWP #1,260
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,LEHMAN TWP #1,57
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,LEHMAN TWP #1,234
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,LEHMAN TWP #1,235
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,LEHMAN TWP #1,50
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,LEHMAN TWP #2,112
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,LEHMAN TWP #2,122
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,LEHMAN TWP #2,100
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,LEHMAN TWP #2,356
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,LEHMAN TWP #2,99
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,LEHMAN TWP #2,367
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,LEHMAN TWP #2,82
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,LEHMAN TWP #2,339
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,LEHMAN TWP #2,331
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,LEHMAN TWP #2,78
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,MATAMORAS BORO # 1,20
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,MATAMORAS BORO # 1,25
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,MATAMORAS BORO # 1,22
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,MATAMORAS BORO # 1,60
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,MATAMORAS BORO # 1,27
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,MATAMORAS BORO # 1,58
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,MATAMORAS BORO # 1,23
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,MATAMORAS BORO # 1,55
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,MATAMORAS BORO # 1,52
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,MATAMORAS BORO # 1,22
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,MATAMORAS BORO # 2,28
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,MATAMORAS BORO # 2,31
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,MATAMORAS BORO # 2,33
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,MATAMORAS BORO # 2,70
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,MATAMORAS BORO # 2,28
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,MATAMORAS BORO # 2,71
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,MATAMORAS BORO # 2,25
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,MATAMORAS BORO # 2,67
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,MATAMORAS BORO # 2,69
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,MATAMORAS BORO # 2,27
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,MILFORD BORO,24
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,MILFORD BORO,29
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,MILFORD BORO,27
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,MILFORD BORO,84
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,MILFORD BORO,23
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,MILFORD BORO,84
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,MILFORD BORO,19
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,MILFORD BORO,80
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,MILFORD BORO,77
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,MILFORD BORO,23
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,MILFORD TWP,30
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,MILFORD TWP,37
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,MILFORD TWP,39
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,MILFORD TWP,115
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,MILFORD TWP,34
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,MILFORD TWP,125
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,MILFORD TWP,19
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,MILFORD TWP,114
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,MILFORD TWP,110
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,MILFORD TWP,23
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,PALMYRA TWP,59
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,PALMYRA TWP,70
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,PALMYRA TWP,72
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,PALMYRA TWP,222
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,PALMYRA TWP,71
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,PALMYRA TWP,227
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,PALMYRA TWP,62
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,PALMYRA TWP,221
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,PALMYRA TWP,223
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,PALMYRA TWP,56
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,PORTER TWP,9
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,PORTER TWP,7
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,PORTER TWP,12
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,PORTER TWP,33
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,PORTER TWP,7
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,PORTER TWP,34
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,PORTER TWP,6
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,PORTER TWP,28
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,PORTER TWP,30
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,PORTER TWP,5
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,SHOHOLA TWP,58
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,SHOHOLA TWP,61
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,SHOHOLA TWP,70
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,SHOHOLA TWP,166
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,SHOHOLA TWP,62
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,SHOHOLA TWP,171
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,SHOHOLA TWP,48
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,SHOHOLA TWP,160
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,SHOHOLA TWP,161
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,SHOHOLA TWP,51
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rodrigo Gereda,WESTFALL TWP,39
Pike,DEM,D - DELEGATE NATL CONVENTION,,Gemma Rosato,WESTFALL TWP,51
Pike,DEM,D - DELEGATE NATL CONVENTION,,Allison Petryk,WESTFALL TWP,47
Pike,DEM,D - DELEGATE NATL CONVENTION,,Robin Sampson,WESTFALL TWP,158
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jessica Fratzola,WESTFALL TWP,48
Pike,DEM,D - DELEGATE NATL CONVENTION,,Rosemary Boland,WESTFALL TWP,154
Pike,DEM,D - DELEGATE NATL CONVENTION,,Mark Shaffer,WESTFALL TWP,38
Pike,DEM,D - DELEGATE NATL CONVENTION,,John J. Corcoran,WESTFALL TWP,150
Pike,DEM,D - DELEGATE NATL CONVENTION,,Jim Connors,WESTFALL TWP,151
Pike,DEM,D - DELEGATE NATL CONVENTION,,Alexander Lotorto,WESTFALL TWP,43
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,BLOOMING GROVE TWP,85
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,BLOOMING GROVE TWP,332
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,DELAWARE TWP #1,33
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,DELAWARE TWP #1,163
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,DELAWARE TWP #2,48
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,DELAWARE TWP #2,140
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,DINGMAN TWP #1,129
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,DINGMAN TWP #1,335
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,DINGMAN TWP #2,94
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,DINGMAN TWP #2,286
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,GREENE TWP,50
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,GREENE TWP,178
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,LACKAWAXEN TWP #1,21
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,LACKAWAXEN TWP #1,114
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,LACKAWAXEN TWP #2,48
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,LACKAWAXEN TWP #2,111
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,LEHMAN TWP #1,76
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,LEHMAN TWP #1,262
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,LEHMAN TWP #2,90
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,LEHMAN TWP #2,359
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,MATAMORAS BORO # 1,19
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,MATAMORAS BORO # 1,57
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,MATAMORAS BORO # 2,25
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,MATAMORAS BORO # 2,64
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,MILFORD BORO,22
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,MILFORD BORO,83
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,MILFORD TWP,29
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,MILFORD TWP,118
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,PALMYRA TWP,56
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,PALMYRA TWP,225
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,PORTER TWP,6
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,PORTER TWP,31
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,SHOHOLA TWP,47
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,SHOHOLA TWP,165
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,Stephen McGough,WESTFALL TWP,41
Pike,DEM,D - ALT DELEGATE NATL CONVENTION,,David Fallk,WESTFALL TWP,159
Pike,DEM,Ballots Cast,,,BLOOMING GROVE TWP,464
Pike,DEM,Ballots Cast,,,DELAWARE TWP #1,238
Pike,DEM,Ballots Cast,,,DELAWARE TWP #2,221
Pike,DEM,Ballots Cast,,,DINGMAN TWP #1,513
Pike,DEM,Ballots Cast,,,DINGMAN TWP #2,422
Pike,DEM,Ballots Cast,,,GREENE TWP,266
Pike,DEM,Ballots Cast,,,LACKAWAXEN TWP #1,161
Pike,DEM,Ballots Cast,,,LACKAWAXEN TWP #2,176
Pike,DEM,Ballots Cast,,,LEHMAN TWP #1,378
Pike,DEM,Ballots Cast,,,LEHMAN TWP #2,492
Pike,DEM,Ballots Cast,,,MATAMORAS BORO # 1,84
Pike,DEM,Ballots Cast,,,MATAMORAS BORO # 2,112
Pike,DEM,Ballots Cast,,,MILFORD BORO,124
Pike,DEM,Ballots Cast,,,MILFORD TWP,165
Pike,DEM,Ballots Cast,,,PALMYRA TWP,312
Pike,DEM,Ballots Cast,,,PORTER TWP,39
Pike,DEM,Ballots Cast,,,SHOHOLA TWP,242
Pike,DEM,Ballots Cast,,,WESTFALL TWP,229
Pike,REP,Ballots Cast,,,BLOOMING GROVE TWP,494
Pike,REP,Ballots Cast,,,DELAWARE TWP #1,346
Pike,REP,Ballots Cast,,,DELAWARE TWP #2,325
Pike,REP,Ballots Cast,,,DINGMAN TWP #1,612
Pike,REP,Ballots Cast,,,DINGMAN TWP #2,521
Pike,REP,Ballots Cast,,,GREENE TWP,501
Pike,REP,Ballots Cast,,,LACKAWAXEN TWP #1,306
Pike,REP,Ballots Cast,,,LACKAWAXEN TWP #2,385
Pike,REP,Ballots Cast,,,LEHMAN TWP #1,273
Pike,REP,Ballots Cast,,,LEHMAN TWP #2,235
Pike,REP,Ballots Cast,,,MATAMORAS BORO # 1,97
Pike,REP,Ballots Cast,,,MATAMORAS BORO # 2,113
Pike,REP,Ballots Cast,,,MILFORD BORO,113
Pike,REP,Ballots Cast,,,MILFORD TWP,202
Pike,REP,Ballots Cast,,,PALMYRA TWP,517
Pike,REP,Ballots Cast,,,PORTER TWP,61
Pike,REP,Ballots Cast,,,SHOHOLA TWP,309
Pike,REP,Ballots Cast,,,WESTFALL TWP,269
Pike,,Ballots Cast,,,BLOOMING GROVE TWP,958
Pike,,Ballots Cast,,,DELAWARE TWP #1,584
Pike,,Ballots Cast,,,DELAWARE TWP #2,546
Pike,,Ballots Cast,,,DINGMAN TWP #1,1125
Pike,,Ballots Cast,,,DINGMAN TWP #2,943
Pike,,Ballots Cast,,,GREENE TWP,767
Pike,,Ballots Cast,,,LACKAWAXEN TWP #1,467
Pike,,Ballots Cast,,,LACKAWAXEN TWP #2,561
Pike,,Ballots Cast,,,LEHMAN TWP #1,651
Pike,,Ballots Cast,,,LEHMAN TWP #2,727
Pike,,Ballots Cast,,,MATAMORAS BORO # 1,181
Pike,,Ballots Cast,,,MATAMORAS BORO # 2,225
Pike,,Ballots Cast,,,MILFORD BORO,237
Pike,,Ballots Cast,,,MILFORD TWP,367
Pike,,Ballots Cast,,,PALMYRA TWP,829
Pike,,Ballots Cast,,,PORTER TWP,100
Pike,,Ballots Cast,,,SHOHOLA TWP,551
Pike,,Ballots Cast,,,WESTFALL TWP,498
