county,office,district,party,candidate,election_day,mail,provisional,votes
Carbon,Judge of the Superior Court,,,Ballots Cast,13863,3381,43,17287
Carbon,Judge of the Superior Court,,DEM,BRANDON NEUMAN,4411,2207,21,6639
Carbon,Judge of the Superior Court,,REP,MARIA BATTISTA,8625,967,19,9611
Carbon,Judge of the Superior Court,,LIB,DANIEL WASSMER,276,85,1,362
Carbon,Judge of the Superior Court,,,Write-In,0,0,0,0
Carbon,Judge of the Commonwealth Court,,,Ballots Cast,13863,3381,43,17287
Carbon,Judge of the Commonwealth Court,,DEM,STELLA TSAI,4517,2261,21,6799
Carbon,Judge of the Commonwealth Court,,REP,MATT WOLFORD,8714,989,20,9723
Carbon,Judge of the Commonwealth Court,,,Write-In,1,0,0,1
Carbon,Treasurer (4 Year Term),,,Ballots Cast,13863,3381,43,17287
Carbon,Treasurer (4 Year Term),,REP,KEVIN ZELIENKA,10500,1760,23,12283
Carbon,Treasurer (4 Year Term),,,Write-In,70,22,0,92
Carbon,Clerk of Courts (4 Year Term),,,Ballots Cast,13863,3381,43,17287
Carbon,Clerk of Courts (4 Year Term),,REP,TYRA L BONI,10481,1776,23,12280
Carbon,Clerk of Courts (4 Year Term),,,Write-In,80,27,0,107
Carbon,Register of Wills & Clerk of Orphans Court (4 Year Term),,,Ballots Cast,13863,3381,43,17287
Carbon,Register of Wills & Clerk of Orphans Court (4 Year Term),,REP,JEAN A PAPAY,10603,1825,25,12453
Carbon,Register of Wills & Clerk of Orphans Court (4 Year Term),,,Write-In,57,20,0,77
Carbon,Township Supervisor (6 Year Term) Banks Township,,,Ballots Cast,213,35,0,248
Carbon,Township Supervisor (6 Year Term) Banks Township,,DEM,WILLIAM J NICE,162,32,0,194
Carbon,Township Supervisor (6 Year Term) Banks Township,,,Write-In,2,1,0,3
Carbon,Tax Collector (4 Year Term) Banks Township,,,Ballots Cast,213,35,0,248
Carbon,Tax Collector (4 Year Term) Banks Township,,DEM,,166,28,0,194
Carbon,Tax Collector (4 Year Term) Banks Township,,,Write-In,0,1,0,1
Carbon,Auditor (6 Year Term) Banks Township,,,Ballots Cast,213,35,0,248
Carbon,Auditor (6 Year Term) Banks Township,,,Write-In,2,1,0,3
Carbon,Auditor (4 Year Term) Banks Township,,,Ballots Cast,213,35,0,248
Carbon,Auditor (4 Year Term) Banks Township,,,Write-In,2,0,0,2
Carbon,Auditor (2 Year Term) Banks Township,,,Ballots Cast,213,35,0,248
Carbon,Auditor (2 Year Term) Banks Township,,,Write-In,0,0,0,0
Carbon,Judge of Elections (4 Year Term) Banks Township,,,Ballots Cast,213,35,0,248
Carbon,Judge of Elections (4 Year Term) Banks Township,,,Write-In,7,0,0,7
Carbon,Inspector of Elections (4 Year Term) Banks Township,,,Ballots Cast,213,35,0,248
Carbon,Inspector of Elections (4 Year Term) Banks Township,,,Write-In,2,0,0,2
Carbon,Mayor (4 Year Term) Beaver Meadows Boro,,,Ballots Cast,168,18,0,186
Carbon,Mayor (4 Year Term) Beaver Meadows Boro,,REP,MICHAEL B GERHARD,120,11,0,131
Carbon,Mayor (4 Year Term) Beaver Meadows Boro,,,Write-In,4,1,0,5
Carbon,Council (4 Year Term) Beaver Meadows Boro,,,Ballots Cast,168,18,0,186
Carbon,Council (4 Year Term) Beaver Meadows Boro,,DEM,ROBERT J CRYDER III,112,12,0,124
Carbon,Council (4 Year Term) Beaver Meadows Boro,,REP,MICHAEL B GERHARD,93,10,0,103
Carbon,Council (4 Year Term) Beaver Meadows Boro,,REP,MICHAEL BARAN,94,10,0,104
Carbon,Council (4 Year Term) Beaver Meadows Boro,,,Write-In,32,4,0,36
Carbon,Tax Collector (4 Year Term) Beaver Meadows Boro,,,Ballots Cast,168,18,0,186
Carbon,Tax Collector (4 Year Term) Beaver Meadows Boro,,,Write-In,21,3,0,24
Carbon,Judge of Elections (4 Year Term) Beaver Meadows Borough,,,Ballots Cast,168,18,0,186
Carbon,Judge of Elections (4 Year Term) Beaver Meadows Borough,,REP,JOHN TRANGUCH,150,12,0,162
Carbon,Judge of Elections (4 Year Term) Beaver Meadows Borough,,,Write-In,0,1,0,1
Carbon,Inspector of Elections (4 Year Term) Beaver Meadows Borough,,,Ballots Cast,168,18,0,186
Carbon,Inspector of Elections (4 Year Term) Beaver Meadows Borough,,REP,JUDITH TRANGUCH,148,11,0,159
Carbon,Inspector of Elections (4 Year Term) Beaver Meadows Borough,,,Write-In,0,1,0,1
Carbon,Mayor (4 Year Term) Bowmanstown Boro,,,Ballots Cast,187,32,0,219
Carbon,Mayor (4 Year Term) Bowmanstown Boro,,REP,SEAN MCDERMOTT,130,15,0,145
Carbon,Mayor (4 Year Term) Bowmanstown Boro,,,Write-In,17,0,0,17
Carbon,Council (4 Year Term) Bowmanstown Boro,,,Ballots Cast,187,32,0,219
Carbon,Council (4 Year Term) Bowmanstown Boro,,DEM,BEN PRICE,83,27,0,110
Carbon,Council (4 Year Term) Bowmanstown Boro,,REP,WENDY BORGER,139,16,0,155
Carbon,Council (4 Year Term) Bowmanstown Boro,,REP,DARREN R THOMAS,117,11,0,128
Carbon,Council (4 Year Term) Bowmanstown Boro,,REP,CANDACE RODRIGUES,100,10,0,110
Carbon,Council (4 Year Term) Bowmanstown Boro,,,Write-In,48,0,0,48
Carbon,Tax Collector (4 Year Term) Bowmanstown Boro,,,Ballots Cast,187,32,0,219
Carbon,Tax Collector (4 Year Term) Bowmanstown Boro,,REP,KELLY SOLT,154,19,0,173
Carbon,Tax Collector (4 Year Term) Bowmanstown Boro,,,Write-In,3,0,0,3
Carbon,Judge of Elections (4 Year Term) Bowmanstown Borough,,,Ballots Cast,187,32,0,219
Carbon,Judge of Elections (4 Year Term) Bowmanstown Borough,,,Write-In,13,1,0,14
Carbon,Inspector of Elections (4 Year Term) Bowmanstown Borough,,,Ballots Cast,187,32,0,219
Carbon,Inspector of Elections (4 Year Term) Bowmanstown Borough,,DEM,PHYLLIS KREISS,117,30,0,147
Carbon,Inspector of Elections (4 Year Term) Bowmanstown Borough,,,Write-In,1,0,0,1
Carbon,Township Supervisor (6 Year Term) East Penn Township,,,Ballots Cast,716,153,1,870
Carbon,Township Supervisor (6 Year Term) East Penn Township,,REP,GARY P KUEHNER,598,102,1,701
Carbon,Township Supervisor (6 Year Term) East Penn Township,,,Write-In,4,0,0,4
Carbon,Tax Collector (4 Year Term) East Penn Township,,,Ballots Cast,716,153,1,870
Carbon,Tax Collector (4 Year Term) East Penn Township,,REP,KATHY HENDERSON,604,110,1,715
Carbon,Tax Collector (4 Year Term) East Penn Township,,,Write-In,5,0,0,5
Carbon,Auditor (6 Year Term) East Penn Township,,,Ballots Cast,716,153,1,870
Carbon,Auditor (6 Year Term) East Penn Township,,,Write-In,8,0,0,8
Carbon,Judge of Elections (4 Year Term) East Penn Township - South,,,Ballots Cast,321,67,0,388
Carbon,Judge of Elections (4 Year Term) East Penn Township - South,,,Write-In,3,0,0,3
Carbon,Inspector of Elections (4 Year Term) East Penn Township - South,,,Ballots Cast,321,67,0,388
Carbon,Inspector of Elections (4 Year Term) East Penn Township - South,,,Write-In,3,0,0,3
Carbon,Judge of Elections (4 Year Term) East Penn Township - North,,,Ballots Cast,395,86,1,482
Carbon,Judge of Elections (4 Year Term) East Penn Township - North,,,Write-In,1,0,0,1
Carbon,Inspector of Elections (4 Year Term) East Penn Township - North,,,Ballots Cast,395,86,1,482
Carbon,Inspector of Elections (4 Year Term) East Penn Township - North,,,Write-In,2,0,0,2
Carbon,Mayor (4 Year Term) East Side Boro,,,Ballots Cast,54,23,0,77
Carbon,Mayor (4 Year Term) East Side Boro,,,ERIC SIGLIN NOA,35,14,0,49
Carbon,Mayor (4 Year Term) East Side Boro,,,Write-In,3,2,0,5
Carbon,Council (4 Year Term) East Side Boro,,,Ballots Cast,54,23,0,77
Carbon,Council (4 Year Term) East Side Boro,,REP,SHARON MROZINSKI,49,13,0,62
Carbon,Council (4 Year Term) East Side Boro,,,Write-In,47,14,0,61
Carbon,Tax Collector (4 Year Term) East Side Boro,,,Ballots Cast,54,23,0,77
Carbon,Tax Collector (4 Year Term) East Side Boro,,REP,LISA JONES,52,18,0,70
Carbon,Tax Collector (4 Year Term) East Side Boro,,,Write-In,0,1,0,1
Carbon,Judge of Elections (4 Year Term) East Side Borough,,,Ballots Cast,54,23,0,77
Carbon,Judge of Elections (4 Year Term) East Side Borough,,,Write-In,0,2,0,2
Carbon,Inspector of Elections (4 Year Term) East Side Borough,,,Ballots Cast,54,23,0,77
Carbon,Inspector of Elections (4 Year Term) East Side Borough,,,Write-In,0,2,0,2
Carbon,Township Supervisor (6 Year Term) Franklin Township,,,Ballots Cast,1081,198,2,1281
Carbon,Township Supervisor (6 Year Term) Franklin Township,,REP,NICHOLAS STORM,892,104,1,997
Carbon,Township Supervisor (6 Year Term) Franklin Township,,,Write-In,13,1,0,14
Carbon,Tax Collector (4 Year Term) Franklin Township,,,Ballots Cast,1081,198,2,1281
Carbon,Tax Collector (4 Year Term) Franklin Township,,REP,SARA J KEISER,974,153,2,1129
Carbon,Tax Collector (4 Year Term) Franklin Township,,,Write-In,7,1,0,8
Carbon,Auditor (6 Year Term) Franklin Township,,,Ballots Cast,1081,198,2,1281
Carbon,Auditor (6 Year Term) Franklin Township,,,Write-In,20,1,0,21
Carbon,Judge of Elections (4 Year Term) Franklin Township - Independent,,,Ballots Cast,253,44,1,298
Carbon,Judge of Elections (4 Year Term) Franklin Township - Independent,,,Write-In,17,0,0,17
Carbon,Judge of Elections (4 Year Term) Franklin Township - Harrity,,,Ballots Cast,465,85,1,551
Carbon,Judge of Elections (4 Year Term) Franklin Township - Harrity,,REP,LISA SAWYER,379,43,1,423
Carbon,Judge of Elections (4 Year Term) Franklin Township - Harrity,,,Write-In,1,1,0,2
Carbon,Inspector of Elections (4 Year Term) Franklin Township - Harrity,,,Ballots Cast,465,85,1,551
Carbon,Inspector of Elections (4 Year Term) Franklin Township - Harrity,,,Write-In,14,1,0,15
Carbon,Judge of Elections (4 Year Term) Franklin Township - Long Run,,,Ballots Cast,363,69,0,432
Carbon,Judge of Elections (4 Year Term) Franklin Township - Long Run,,DEM,STACY J SHECKLER,174,52,0,226
Carbon,Judge of Elections (4 Year Term) Franklin Township - Long Run,,,Write-In,27,0,0,27
Carbon,Mayor (4 Year Term) Jim Thorpe Boro,,,Ballots Cast,1161,324,3,1488
Carbon,Mayor (4 Year Term) Jim Thorpe Boro,,REP,ERIC CINICOLA,773,183,0,956
Carbon,Mayor (4 Year Term) Jim Thorpe Boro,,,Write-In,32,10,1,43
Carbon,Council (4 Year Term) Jim Thorpe Boro,,,Ballots Cast,1161,324,3,1488
Carbon,Council (4 Year Term) Jim Thorpe Boro,,DEM,JOANNE KLITSCH,592,218,2,812
Carbon,Council (4 Year Term) Jim Thorpe Boro,,DEM,THOMAS CHAPMAN,597,211,1,809
Carbon,Council (4 Year Term) Jim Thorpe Boro,,DEM/REP,LYLE TONY AUGUSTINE III,765,215,2,982
Carbon,Council (4 Year Term) Jim Thorpe Boro,,DEM/REP,ALICE ANN ROBERTI,770,210,3,983
Carbon,Council (4 Year Term) Jim Thorpe Boro,,REP,ALEXANDER LORKOWSKI,417,61,1,479
Carbon,Council (4 Year Term) Jim Thorpe Boro,,REP,,401,71,1,473
Carbon,Council (4 Year Term) Jim Thorpe Boro,,,Write-In,32,5,0,37
Carbon,Tax Collector (4 Year Term) Jim Thorpe Boro,,,Ballots Cast,1161,324,3,1488
Carbon,Tax Collector (4 Year Term) Jim Thorpe Boro,,DEM/REP,PATRICIA SPILLMAN,987,280,3,1270
Carbon,Tax Collector (4 Year Term) Jim Thorpe Boro,,,Write-In,3,0,0,3
Carbon,Judge of Elections (4 Year Term) Jim Thorpe Borough - First Ward,,,Ballots Cast,227,69,0,296
Carbon,Judge of Elections (4 Year Term) Jim Thorpe Borough - First Ward,,,Write-In,6,5,0,11
Carbon,Judge of Elections (4 Year Term) Jim Thorpe Borough - Fifth Ward,,,Ballots Cast,281,76,1,358
Carbon,Judge of Elections (4 Year Term) Jim Thorpe Borough - Fifth Ward,,REP,DIANE LUEDTKE,197,40,0,237
Carbon,Judge of Elections (4 Year Term) Jim Thorpe Borough - Fifth Ward,,,Write-In,5,2,0,7
Carbon,Township Supervisor (6 Year Term) Kidder Township,,,Ballots Cast,414,115,1,530
Carbon,Township Supervisor (6 Year Term) Kidder Township,,DEM,DANIEL COLLINS,133,74,1,208
Carbon,Township Supervisor (6 Year Term) Kidder Township,,REP,ELLWOOD ZIMMERMAN,266,50,0,316
Carbon,Township Supervisor (6 Year Term) Kidder Township,,,Write-In,13,3,0,16
Carbon,Township Supervisor (4 Year Term) Kidder Township,,,Ballots Cast,414,115,1,530
Carbon,Township Supervisor (4 Year Term) Kidder Township,,,Write-In,5,3,0,8
Carbon,Tax Collector (4 Year Term) Kidder Township,,,Ballots Cast,414,115,1,530
Carbon,Tax Collector (4 Year Term) Kidder Township,,DEM/REP,KIM M GINOPOLAS,370,102,0,472
Carbon,Tax Collector (4 Year Term) Kidder Township,,,Write-In,2,1,0,3
Carbon,Auditor (6 Year Term) Kidder Township,,,Ballots Cast,414,115,1,530
Carbon,Auditor (6 Year Term) Kidder Township,,,Write-In,13,3,0,16
Carbon,Auditor (2 Year Term) Kidder Township,,,Ballots Cast,414,115,1,530
Carbon,Auditor (2 Year Term) Kidder Township,,,Write-In,6,2,0,8
Carbon,Judge of Elections (4 Year Term) Kidder Township - North,,,Ballots Cast,129,48,0,177
Carbon,Judge of Elections (4 Year Term) Kidder Township - North,,REP,LOIS J HAMMER,95,24,0,119
Carbon,Judge of Elections (4 Year Term) Kidder Township - North,,,Write-In,2,0,0,2
Carbon,Inspector of Elections (4 Year Term) Kidder Township - North,,,Ballots Cast,129,48,0,177
Carbon,Inspector of Elections (4 Year Term) Kidder Township - North,,REP,NORMA WIEGAND,94,24,0,118
Carbon,Inspector of Elections (4 Year Term) Kidder Township - North,,,Write-In,0,0,0,0
Carbon,Judge of Elections (4 Year Term) Kidder Township - South,,,Ballots Cast,285,67,1,353
Carbon,Judge of Elections (4 Year Term) Kidder Township - South,,,Write-In,21,2,0,23
Carbon,Inspector of Elections (4 Year Term) Kidder Township - South,,,Ballots Cast,285,67,1,353
Carbon,Inspector of Elections (4 Year Term) Kidder Township - South,,,Write-In,190,2,0,192
Carbon,Mayor (4 Year Term) Lansford Boro,,,Ballots Cast,557,166,5,728
Carbon,Mayor (4 Year Term) Lansford Boro,,DEM/REP,DENISE A LEIBENSPERGER,403,124,3,530
Carbon,Mayor (4 Year Term) Lansford Boro,,,Write-In,29,6,0,35
Carbon,Council (4 Year Term) Lansford Boro,,,Ballots Cast,557,166,5,728
Carbon,Council (4 Year Term) Lansford Boro,,DEM,JOSEPH GENITS,249,106,3,358
Carbon,Council (4 Year Term) Lansford Boro,,DEM,JENNIFER M STAINES,229,91,4,324
Carbon,Council (4 Year Term) Lansford Boro,,DEM,ASHLEY A NELSON HALL,126,65,2,193
Carbon,Council (4 Year Term) Lansford Boro,,REP,GEORGE GILBERT,354,71,2,427
Carbon,Council (4 Year Term) Lansford Boro,,REP,,260,67,2,329
Carbon,Tax Collector (4 Year Term) Lansford Boro,,,Ballots Cast,557,166,5,728
Carbon,Tax Collector (4 Year Term) Lansford Boro,,DEM/REP,JOSEPH J PAVLIS,438,139,5,582
Carbon,Tax Collector (4 Year Term) Lansford Boro,,,Write-In,6,4,0,10
Carbon,Judge of Elections (4 Year Term) Lansford Borough - East,,,Ballots Cast,257,81,2,340
Carbon,Judge of Elections (4 Year Term) Lansford Borough - East,,,Write-In,4,2,0,6
Carbon,Inspector of Elections (4 Year Term) Lansford Borough - East,,,Ballots Cast,257,81,2,340
Carbon,Inspector of Elections (4 Year Term) Lansford Borough - East,,,Write-In,4,1,0,5
Carbon,Judge of Elections (4 Year Term) Lansford Borough - Middle,,,Ballots Cast,159,51,3,213
Carbon,Judge of Elections (4 Year Term) Lansford Borough - Middle,,DEM,DANIEL WYNN,115,45,3,163
Carbon,Judge of Elections (4 Year Term) Lansford Borough - Middle,,,Write-In,1,0,0,1
Carbon,Inspector of Elections (4 Year Term) Lansford Borough - Middle,,,Ballots Cast,159,51,3,213
Carbon,Inspector of Elections (4 Year Term) Lansford Borough - Middle,,,Write-In,1,1,0,2
Carbon,Judge of Elections (4 Year Term) Lansford Borough - West,,,Ballots Cast,141,34,0,175
Carbon,Judge of Elections (4 Year Term) Lansford Borough - West,,DEM,JESSE DURNING,101,26,0,127
Carbon,Judge of Elections (4 Year Term) Lansford Borough - West,,,Write-In,0,0,0,0
Carbon,Inspector of Elections (4 Year Term) Lansford Borough - West,,,Ballots Cast,141,34,0,175
Carbon,Inspector of Elections (4 Year Term) Lansford Borough - West,,,Write-In,9,4,0,13
Carbon,Township Supervisor (6 Year Term) Lausanne Township,,,Ballots Cast,43,24,0,67
Carbon,Township Supervisor (6 Year Term) Lausanne Township,,REP,EDWARD KLYNOWSKY,30,11,0,41
Carbon,Township Supervisor (6 Year Term) Lausanne Township,,,Write-In,0,0,0,0
Carbon,Tax Collector (4 Year Term) Lausanne Township,,,Ballots Cast,43,24,0,67
Carbon,Tax Collector (4 Year Term) Lausanne Township,,REP,MELANIE J ZACHARIAS,18,8,0,26
Carbon,Tax Collector (4 Year Term) Lausanne Township,,,Write-In,13,3,0,16
Carbon,Auditor (6 Year Term) Lausanne Township,,,Ballots Cast,43,24,0,67
Carbon,Auditor (6 Year Term) Lausanne Township,,,Write-In,2,0,0,2
Carbon,Auditor (4 Year Term) Lausanne Township,,,Ballots Cast,43,24,0,67
Carbon,Auditor (4 Year Term) Lausanne Township,,,Write-In,1,0,0,1
Carbon,Auditor (2 Year Term) Lausanne Township,,,Ballots Cast,43,24,0,67
Carbon,Auditor (2 Year Term) Lausanne Township,,,Write-In,2,0,0,2
Carbon,Judge of Elections (4 Year Term) Lausanne Township,,,Ballots Cast,43,24,0,67
Carbon,Judge of Elections (4 Year Term) Lausanne Township,,,Write-In,1,0,0,1
Carbon,Inspector of Elections (4 Year Term) Lausanne Township,,,Ballots Cast,43,24,0,67
Carbon,Inspector of Elections (4 Year Term) Lausanne Township,,,Write-In,1,0,0,1
Carbon,Township Supervisor (6 Year Term) Lehigh Township,,,Ballots Cast,102,15,0,117
Carbon,Township Supervisor (6 Year Term) Lehigh Township,,REP,TERRY D SOUDER III,77,11,0,88
Carbon,Township Supervisor (6 Year Term) Lehigh Township,,,Write-In,2,0,0,2
Carbon,Tax Collector (4 Year Term) Lehigh Township,,,Ballots Cast,102,15,0,117
Carbon,Tax Collector (4 Year Term) Lehigh Township,,REP,TERESA M BARNA,92,15,0,107
Carbon,Tax Collector (4 Year Term) Lehigh Township,,,Write-In,0,0,0,0
Carbon,Auditor (6 Year Term) Lehigh Township,,,Ballots Cast,102,15,0,117
Carbon,Auditor (6 Year Term) Lehigh Township,,,Write-In,6,0,0,6
Carbon,Judge of Elections (4 Year Term) Lehigh Township,,,Ballots Cast,102,15,0,117
Carbon,Judge of Elections (4 Year Term) Lehigh Township,,,Write-In,4,0,0,4
Carbon,Inspector of Elections (4 Year Term) Lehigh Township,,,Ballots Cast,102,15,0,117
Carbon,Inspector of Elections (4 Year Term) Lehigh Township,,,Write-In,2,0,0,2
Carbon,Mayor (4 Year Term) Lehighton Boro,,,Ballots Cast,941,273,1,1215
Carbon,Mayor (4 Year Term) Lehighton Boro,,REP,RYAN SAUNDERS,703,148,0,851
Carbon,Mayor (4 Year Term) Lehighton Boro,,,Write-In,16,4,0,20
Carbon,Council (4 Year Term) Lehighton Boro,,,Ballots Cast,941,273,1,1215
Carbon,Council (4 Year Term) Lehighton Boro,,DEM/REP,JORDYN BETH MILLER,470,179,1,650
Carbon,Council (4 Year Term) Lehighton Boro,,DEM/REP,REBECCA WORTHY,434,178,1,613
Carbon,Council (4 Year Term) Lehighton Boro,,DEM,JOSEPH R FLICKINGER,448,193,1,642
Carbon,Council (4 Year Term) Lehighton Boro,,REP,JACOB R BONSER,487,56,0,543
Carbon,Council (4 Year Term) Lehighton Boro,,,Write-In,16,0,0,16
Carbon,Council (2 Year Term) Lehighton Boro,,,Ballots Cast,941,273,1,1215
Carbon,Council (2 Year Term) Lehighton Boro,,REP,DAVID A ARNDT,633,142,0,775
Carbon,Council (2 Year Term) Lehighton Boro,,,Write-In,10,6,0,16
Carbon,Tax Collector (4 Year Term) Lehighton Boro,,,Ballots Cast,941,273,1,1215
Carbon,Tax Collector (4 Year Term) Lehighton Boro,,DEM/REP,MARY E STROHL,799,243,0,1042
Carbon,Tax Collector (4 Year Term) Lehighton Boro,,,Write-In,4,2,0,6
Carbon,Judge of Elections (4 Year Term) Lehighton Borough - First Ward,,,Ballots Cast,308,92,0,400
Carbon,Judge of Elections (4 Year Term) Lehighton Borough - First Ward,,,Write-In,3,4,0,7
Carbon,Judge of Elections (4 Year Term) Lehighton Borough - Third Ward,,,Ballots Cast,328,73,0,401
Carbon,Judge of Elections (4 Year Term) Lehighton Borough - Third Ward,,,Write-In,5,1,0,6
Carbon,Tax Collector (4 Year Term) Lower Towamensing Township,,,Ballots Cast,693,170,2,865
Carbon,Tax Collector (4 Year Term) Lower Towamensing Township,,DEM,CONNIE D BROWN,178,90,0,268
Carbon,Tax Collector (4 Year Term) Lower Towamensing Township,,REP,MAXINE R SCHERER,498,79,2,579
Carbon,Tax Collector (4 Year Term) Lower Towamensing Township,,,Write-In,2,0,0,2
Carbon,Auditor (6 Year Term) Lower Towamensing Township,,,Ballots Cast,693,170,2,865
Carbon,Auditor (6 Year Term) Lower Towamensing Township,,,Write-In,15,5,0,20
Carbon,Auditor (2 Year Term) Lower Towamensing Township,,,Ballots Cast,693,170,2,865
Carbon,Auditor (2 Year Term) Lower Towamensing Township,,,Write-In,13,4,0,17
Carbon,Township Supervisor (6 Year Term) Mahoning Township,,,Ballots Cast,1070,261,2,1333
