county,office,district,party,candidate,election_day,mail,provisional,votes
Carbon,Township Supervisor (6 Year Term) Mahoning Township,,DEM,CAROL ETHERIDGE,387,169,1,557
Carbon,Township Supervisor (6 Year Term) Mahoning Township,,REP,MATTHEW WENTZ,666,112,1,779
Carbon,Township Supervisor (6 Year Term) Mahoning Township,,REP,MARK SCHWALM,569,85,1,655
Carbon,Township Supervisor (6 Year Term) Mahoning Township,,,Write-In,11,1,0,12
Carbon,Tax Collector (4 Year Term) Mahoning Township,,,Ballots Cast,1070,261,2,1333
Carbon,Tax Collector (4 Year Term) Mahoning Township,,REP,PAULINE F HOMM,914,204,2,1120
Carbon,Tax Collector (4 Year Term) Mahoning Township,,,Write-In,2,0,0,2
Carbon,Auditor (6 Year Term) Mahoning Township,,,Ballots Cast,1070,261,2,1333
Carbon,Auditor (6 Year Term) Mahoning Township,,,Write-In,46,1,0,47
Carbon,Auditor (2 Year Term) Mahoning Township,,,Ballots Cast,1070,261,2,1333
Carbon,Auditor (2 Year Term) Mahoning Township,,,Write-In,38,0,0,38
Carbon,Judge of Elections (4 Year Term) Mahoning Township - Mahoning,,,Ballots Cast,619,194,0,813
Carbon,Judge of Elections (4 Year Term) Mahoning Township - Mahoning,,,Write-In,6,2,0,8
Carbon,Packerton/Jamestown,,,Ballots Cast,165,29,1,195
Carbon,Packerton/Jamestown,,,Write-In,7,0,0,7
Carbon,Mayor (4 Year Term) Nesquehoning Boro,,,Ballots Cast,611,159,2,772
Carbon,Mayor (4 Year Term) Nesquehoning Boro,,DEM/REP,THOMAS KATTNER,485,118,1,604
Carbon,Mayor (4 Year Term) Nesquehoning Boro,,,Write-In,15,3,0,18
Carbon,Council (4 Year Term) Nesquehoning Boro,,,Ballots Cast,611,159,2,772
Carbon,Council (4 Year Term) Nesquehoning Boro,,DEM,MARY A FOX,308,99,0,407
Carbon,Council (4 Year Term) Nesquehoning Boro,,DEM/REP,JOSHUA J JACOBS,255,83,1,339
Carbon,Council (4 Year Term) Nesquehoning Boro,,DEM/REP,LISA SHUBECK,378,92,1,471
Carbon,Council (4 Year Term) Nesquehoning Boro,,REP,WILLIAM BAMFORD,286,47,1,334
Carbon,Council (4 Year Term) Nesquehoning Boro,,,DAVID HAWK IND,196,58,2,256
Carbon,Council (4 Year Term) Nesquehoning Boro,,,Write-In,25,3,0,28
Carbon,Tax Collector (4 Year Term) Nesquehoning Boro,,,Ballots Cast,611,159,2,772
Carbon,Tax Collector (4 Year Term) Nesquehoning Boro,,DEM/REP,PATRICIA R VITO,519,149,2,670
Carbon,Tax Collector (4 Year Term) Nesquehoning Boro,,,Write-In,6,0,0,6
Carbon,Judge of Elections (4 Year Term) Nesquehoning Borough - East,,,Ballots Cast,283,78,2,363
Carbon,Judge of Elections (4 Year Term) Nesquehoning Borough - East,,,Write-In,19,2,1,22
Carbon,Inspector of Elections (4 Year Term) Nesquehoning Borough - East,,,Ballots Cast,283,78,2,363
Carbon,Inspector of Elections (4 Year Term) Nesquehoning Borough - East,,,Write-In,8,1,1,10
Carbon,Judge of Elections (4 Year Term) Nesquehoning Borough - West,,,Ballots Cast,328,81,0,409
Carbon,Judge of Elections (4 Year Term) Nesquehoning Borough - West,,,Write-In,6,0,0,6
Carbon,Township Supervisor (6 Year Term) Packer Township,,,Ballots Cast,290,55,0,345
Carbon,Township Supervisor (6 Year Term) Packer Township,,REP,ROBERT SELERT,200,42,0,242
Carbon,Township Supervisor (6 Year Term) Packer Township,,,Write-In,50,3,0,53
Carbon,Tax Collector (4 Year Term) Packer Township,,,Ballots Cast,290,55,0,345
Carbon,Tax Collector (4 Year Term) Packer Township,,REP,VALERIE KANE,272,52,0,324
Carbon,Tax Collector (4 Year Term) Packer Township,,,Write-In,0,0,0,0
Carbon,Auditor (6 Year Term) Packer Township,,,Ballots Cast,290,55,0,345
Carbon,Auditor (6 Year Term) Packer Township,,,Write-In,8,2,0,10
Carbon,Auditor (4 Year Term) Packer Township,,,Ballots Cast,290,55,0,345
Carbon,Auditor (4 Year Term) Packer Township,,,Write-In,10,0,0,10
Carbon,Judge of Elections (4 Year Term) Packer Township,,,Ballots Cast,290,55,0,345
Carbon,Judge of Elections (4 Year Term) Packer Township,,REP,ALICIA NYER,260,50,0,310
Carbon,Judge of Elections (4 Year Term) Packer Township,,,Write-In,1,0,0,1
Carbon,Inspector of Elections (4 Year Term) Packer Township,,,Ballots Cast,290,55,0,345
Carbon,Inspector of Elections (4 Year Term) Packer Township,,REP,KRISTIN WILKINSON,244,48,0,292
Carbon,Inspector of Elections (4 Year Term) Packer Township,,,Write-In,0,0,0,0
Carbon,Mayor (4 Year Term) Palmerton Boro,,,Ballots Cast,1061,243,3,1307
Carbon,Mayor (4 Year Term) Palmerton Boro,,REP,BO RODRIGUES,804,136,2,942
Carbon,Mayor (4 Year Term) Palmerton Boro,,,Write-In,56,12,0,68
Carbon,Council (4 Year Term) Palmerton Boro,,,Ballots Cast,1061,243,3,1307
Carbon,Council (4 Year Term) Palmerton Boro,,DEM,KRIS W HOFFNER,585,190,3,778
Carbon,Council (4 Year Term) Palmerton Boro,,REP,TIMOTHY K GURSKY JR,630,110,1,741
Carbon,Council (4 Year Term) Palmerton Boro,,REP,RICHARD L NOTHSTEIN,624,123,1,748
Carbon,Council (4 Year Term) Palmerton Boro,,REP,WILLIAM GALLAGHER,577,108,1,686
Carbon,Council (4 Year Term) Palmerton Boro,,,Write-In,18,3,0,21
Carbon,Tax Collector (4 Year Term) Palmerton Boro,,,Ballots Cast,1061,243,3,1307
Carbon,Tax Collector (4 Year Term) Palmerton Boro,,DEM/REP,RAQUEL LUTTON,919,205,3,1127
Carbon,Tax Collector (4 Year Term) Palmerton Boro,,,Write-In,3,0,0,3
Carbon,Judge of Elections (4 Year Term) Palmerton Borough - East,,,Ballots Cast,410,77,3,490
Carbon,Judge of Elections (4 Year Term) Palmerton Borough - East,,,Write-In,7,3,0,10
Carbon,Inspector of Elections (4 Year Term) Palmerton Borough - East,,,Ballots Cast,410,77,3,490
Carbon,Inspector of Elections (4 Year Term) Palmerton Borough - East,,,Write-In,10,4,0,14
Carbon,Judge of Elections (4 Year Term) Palmerton Borough - Middle,,,Ballots Cast,494,136,0,630
Carbon,Judge of Elections (4 Year Term) Palmerton Borough - Middle,,REP,LISA SNELL KERN,369,78,0,447
Carbon,Judge of Elections (4 Year Term) Palmerton Borough - Middle,,,Write-In,3,1,0,4
Carbon,Inspector of Elections (4 Year Term) Palmerton Borough - Middle,,,Ballots Cast,494,136,0,630
Carbon,Inspector of Elections (4 Year Term) Palmerton Borough - Middle,,DEM,FRANCIS J CARAZO,229,107,0,336
Carbon,Inspector of Elections (4 Year Term) Palmerton Borough - Middle,,REP,RICHARD M SNELL,236,26,0,262
Carbon,Inspector of Elections (4 Year Term) Palmerton Borough - Middle,,,Write-In,0,0,0,0
Carbon,Judge of Elections (4 Year Term) Palmerton Borough - West,,,Ballots Cast,157,30,0,187
Carbon,Judge of Elections (4 Year Term) Palmerton Borough - West,,,Write-In,1,0,0,1
Carbon,Inspector of Elections (4 Year Term) Palmerton Borough - West,,,Ballots Cast,157,30,0,187
Carbon,Inspector of Elections (4 Year Term) Palmerton Borough - West,,,Write-In,1,0,0,1
Carbon,Mayor (4 Year Term) Parryville Boro,,,Ballots Cast,92,14,0,106
Carbon,Mayor (4 Year Term) Parryville Boro,,REP,THOMAS W KOBAL,74,7,0,81
Carbon,Mayor (4 Year Term) Parryville Boro,,,Write-In,1,0,0,1
Carbon,Council (4 Year Term) Parryville Boro,,,Ballots Cast,92,14,0,106
Carbon,Council (4 Year Term) Parryville Boro,,REP,MONICA L KUNKLE,79,9,0,88
Carbon,Council (4 Year Term) Parryville Boro,,REP,JASON T SMITH,71,7,0,78
Carbon,Council (4 Year Term) Parryville Boro,,,Write-In,1,0,0,1
Carbon,Tax Collector (4 Year Term) Parryville Boro,,,Ballots Cast,92,14,0,106
Carbon,Tax Collector (4 Year Term) Parryville Boro,,REP,MICHAEL JOHNSON,82,7,0,89
Carbon,Tax Collector (4 Year Term) Parryville Boro,,,Write-In,0,0,0,0
Carbon,Judge of Elections (4 Year Term) Parryville Borough,,,Ballots Cast,92,14,0,106
Carbon,Judge of Elections (4 Year Term) Parryville Borough,,DEM,LAMONT G SHERER,70,14,0,84
Carbon,Judge of Elections (4 Year Term) Parryville Borough,,,Write-In,0,0,0,0
Carbon,Inspector of Elections (4 Year Term) Parryville Borough,,,Ballots Cast,92,14,0,106
Carbon,Inspector of Elections (4 Year Term) Parryville Borough,,,Write-In,0,2,0,2
Carbon,Township Supervisor (6 Year Term) Penn Forest Township,,,Ballots Cast,2004,602,12,2618
Carbon,Township Supervisor (6 Year Term) Penn Forest Township,,DEM/REP,SCOTT LIGNORE,762,273,2,1037
Carbon,Township Supervisor (6 Year Term) Penn Forest Township,,DEM,BRANDON BELL,706,388,3,1097
Carbon,Township Supervisor (6 Year Term) Penn Forest Township,,REP,CHRISTIAN BARTULOVICH,1129,178,9,1316
Carbon,Township Supervisor (6 Year Term) Penn Forest Township,,,Write-In,4,4,0,8
Carbon,Tax Collector (4 Year Term) Penn Forest Township,,,Ballots Cast,2004,602,12,2618
Carbon,Tax Collector (4 Year Term) Penn Forest Township,,DEM/REP,JORDAN BEHRENS,1658,472,8,2138
Carbon,Tax Collector (4 Year Term) Penn Forest Township,,,Write-In,4,1,0,5
Carbon,Auditor (6 Year Term) Penn Forest Township,,,Ballots Cast,2004,602,12,2618
Carbon,Auditor (6 Year Term) Penn Forest Township,,,Write-In,22,5,0,27
Carbon,Auditor (4 Year Term) Penn Forest Township,,,Ballots Cast,2004,602,12,2618
Carbon,Auditor (4 Year Term) Penn Forest Township,,,Write-In,20,3,0,23
Carbon,Auditor (2 Year Term) Penn Forest Township,,,Ballots Cast,2004,602,12,2618
Carbon,Auditor (2 Year Term) Penn Forest Township,,,Write-In,19,3,0,22
Carbon,Judge of Elections (4 Year Term) Penn Forest Township - Middle,,,Ballots Cast,265,104,0,369
Carbon,Judge of Elections (4 Year Term) Penn Forest Township - Middle,,DEM,STACY M VENETOS,138,72,0,210
Carbon,Judge of Elections (4 Year Term) Penn Forest Township - Middle,,,Write-In,1,0,0,1
Carbon,Judge of Elections (4 Year Term) Penn Forest Township - East,,,Ballots Cast,342,104,1,447
Carbon,Judge of Elections (4 Year Term) Penn Forest Township - East,,,Write-In,7,0,0,7
Carbon,Inspector of Elections (4 Year Term) Penn Forest Township - East,,,Ballots Cast,342,104,1,447
Carbon,Inspector of Elections (4 Year Term) Penn Forest Township - East,,,Write-In,7,0,0,7
Carbon,Mayor (4 Year Term) Summit Hill Boro,,,Ballots Cast,724,143,0,867
Carbon,Mayor (4 Year Term) Summit Hill Boro,,DEM/REP,KAREN L RUZICKA,515,93,0,608
Carbon,Mayor (4 Year Term) Summit Hill Boro,,,Write-In,36,8,0,44
Carbon,Council (4 Year Term) Summit Hill Boro,,,Ballots Cast,724,143,0,867
Carbon,Council (4 Year Term) Summit Hill Boro,,DEM,JOSEPH WEBER,405,106,0,511
Carbon,Council (4 Year Term) Summit Hill Boro,,DEM/REP,EDWARD J KANE,485,106,0,591
Carbon,Council (4 Year Term) Summit Hill Boro,,,Write-In,275,7,0,282
Carbon,Tax Collector (4 Year Term) Summit Hill Boro,,,Ballots Cast,724,143,0,867
Carbon,Tax Collector (4 Year Term) Summit Hill Boro,,DEM/REP,NATHAN R HALENAR,653,132,0,785
Carbon,Tax Collector (4 Year Term) Summit Hill Boro,,,Write-In,2,1,0,3
Carbon,Ward/Second,,,Ballots Cast,137,33,0,170
Carbon,Ward/Second,,REP,SANDRA DELLICKER,97,17,0,114
Carbon,Ward/Second,,,Write-In,1,2,0,3
Carbon,Township Supervisor (6 Year Term) Towamensing Township,,,Ballots Cast,1098,270,8,1376
Carbon,Township Supervisor (6 Year Term) Towamensing Township,,REP,SCOTT MOSIER,890,140,4,1034
Carbon,Township Supervisor (6 Year Term) Towamensing Township,,,Write-In,12,3,0,15
Carbon,Tax Collector (4 Year Term) Towamensing Township,,,Ballots Cast,1098,270,8,1376
Carbon,Tax Collector (4 Year Term) Towamensing Township,,REP,SUSAN MARQUES,945,169,7,1121
Carbon,Tax Collector (4 Year Term) Towamensing Township,,,Write-In,5,2,0,7
Carbon,Auditor (6 Year Term) Towamensing Township,,,Ballots Cast,1098,270,8,1376
Carbon,Auditor (6 Year Term) Towamensing Township,,,Write-In,14,3,1,18
Carbon,Judge of Elections (4 Year Term) Towamensing Township - North,,,Ballots Cast,377,95,4,476
Carbon,Judge of Elections (4 Year Term) Towamensing Township - North,,REP,MICHAEL CHRISTMAN,307,50,2,359
Carbon,Judge of Elections (4 Year Term) Towamensing Township - North,,,Write-In,4,0,1,5
Carbon,Judge of Elections (4 Year Term) Towamensing Township - South-1,,,Ballots Cast,372,87,1,460
Carbon,Judge of Elections (4 Year Term) Towamensing Township - South-1,,,Write-In,4,2,0,6
Carbon,Council (4 Year Term) Weatherly Boro,,,Ballots Cast,519,76,1,596
Carbon,Council (4 Year Term) Weatherly Boro,,DEM,THERESA D'ANDREA,156,47,1,204
Carbon,Council (4 Year Term) Weatherly Boro,,DEM,GREG WALTERS,288,50,1,339
Carbon,Council (4 Year Term) Weatherly Boro,,DEM/REP,SUSAN DANENHOWER,247,39,1,287
Carbon,Council (4 Year Term) Weatherly Boro,,DEM/REP,NORMAN B RICHIE,297,47,1,345
Carbon,Council (4 Year Term) Weatherly Boro,,REP,JEFFREY MILLER,314,27,0,341
Carbon,Council (4 Year Term) Weatherly Boro,,REP,VINCENT A CUDDEFORD II,286,15,0,301
Carbon,Council (4 Year Term) Weatherly Boro,,,Write-In,28,2,0,30
Carbon,Tax Collector (4 Year Term) Weatherly Boro,,,Ballots Cast,519,76,1,596
Carbon,Tax Collector (4 Year Term) Weatherly Boro,,REP,DEBORAH A KOHLER,453,54,1,508
Carbon,Tax Collector (4 Year Term) Weatherly Boro,,,Write-In,2,1,0,3
Carbon,Judge of Elections (4 Year Term) Weatherly Borough - East,,,Ballots Cast,348,45,1,394
Carbon,Judge of Elections (4 Year Term) Weatherly Borough - East,,DEM,BARBARA J CUNNIUS,207,37,1,245
Carbon,Judge of Elections (4 Year Term) Weatherly Borough - East,,,Write-In,4,1,0,5
Carbon,Inspector of Elections (4 Year Term) Weatherly Borough - East,,,Ballots Cast,348,45,1,394
Carbon,Inspector of Elections (4 Year Term) Weatherly Borough - East,,REP,VIRGINIA L HOUSER,279,23,1,303
Carbon,Inspector of Elections (4 Year Term) Weatherly Borough - East,,,Write-In,1,0,0,1
Carbon,Judge of Elections (4 Year Term) Weatherly Borough - West,,,Ballots Cast,171,31,0,202
Carbon,Judge of Elections (4 Year Term) Weatherly Borough - West,,,Write-In,7,1,0,8
Carbon,Inspector of Elections (4 Year Term) Weatherly Borough - West,,,Ballots Cast,171,31,0,202
Carbon,Inspector of Elections (4 Year Term) Weatherly Borough - West,,,Write-In,76,1,0,77
Carbon,Mayor (4 Year Term) Weissport Boro,,,Ballots Cast,64,12,0,76
Carbon,Mayor (4 Year Term) Weissport Boro,,REP,JODI BECKER,45,8,0,53
Carbon,Mayor (4 Year Term) Weissport Boro,,,Write-In,9,0,0,9
Carbon,Council (4 Year Term) Weissport Boro,,,Ballots Cast,64,12,0,76
Carbon,Council (4 Year Term) Weissport Boro,,,Write-In,91,2,0,93
Carbon,Tax Collector (4 Year Term) Weissport Boro,,,Ballots Cast,64,12,0,76
Carbon,Tax Collector (4 Year Term) Weissport Boro,,REP,LYNETTE MOYER,46,10,0,56
Carbon,Tax Collector (4 Year Term) Weissport Boro,,,Write-In,2,0,0,2
Carbon,Judge of Elections (4 Year Term) Weissport Borough,,,Ballots Cast,64,12,0,76
Carbon,Judge of Elections (4 Year Term) Weissport Borough,,,Write-In,0,0,0,0
Carbon,Inspector of Elections (4 Year Term) Weissport Borough,,,Ballots Cast,64,12,0,76
Carbon,Inspector of Elections (4 Year Term) Weissport Borough,,,Write-In,0,0,0,0
Carbon,School Directors (4 Year Term) Hazleton Area School District,,,Ballots Cast,381,53,0,434
Carbon,School Directors (4 Year Term) Hazleton Area School District,,DEM/REP,CARMELLA YENKEVICH,191,33,0,224
Carbon,School Directors (4 Year Term) Hazleton Area School District,,DEM/REP,PATRICIA TOMSHO,169,32,0,201
Carbon,School Directors (4 Year Term) Hazleton Area School District,,DEM/REP,ED SHEMANSKY,199,27,0,226
Carbon,School Directors (4 Year Term) Hazleton Area School District,,DEM,WISTER YUHAS,176,29,0,205
Carbon,School Directors (4 Year Term) Hazleton Area School District,,REP,JARED M O'DONNELL,197,21,0,218
Carbon,School Directors (4 Year Term) Hazleton Area School District,,,Write-In,1,4,0,5
Carbon,School Directors (4 Year Term) Jim Thorpe Area School District,,,Ballots Cast,3450,993,16,4459
Carbon,School Directors (4 Year Term) Jim Thorpe Area School District,,DEM/REP,MEGAN DEMSHICK,1930,598,8,2536
Carbon,School Directors (4 Year Term) Jim Thorpe Area School District,,DEM/REP,DENNIS J MCGINLEY,1855,560,8,2423
Carbon,School Directors (4 Year Term) Jim Thorpe Area School District,,DEM/REP,,1476,509,6,1991
Carbon,School Directors (4 Year Term) Jim Thorpe Area School District,,,Write-In,368,29,0,397
Carbon,School Directors (4 Year Term) Lehighton Area School District,,,Ballots Cast,3964,911,6,4881
Carbon,School Directors (4 Year Term) Lehighton Area School District,,DEM/REP,TIMOTHY M TKACH,2331,670,4,3005
Carbon,School Directors (4 Year Term) Lehighton Area School District,,DEM/REP,LORY A FREY,2163,623,3,2789
Carbon,School Directors (4 Year Term) Lehighton Area School District,,DEM,ALEX MATIKA,1738,627,3,2368
Carbon,School Directors (4 Year Term) Lehighton Area School District,,DEM,KASARA B WEINRICH,1528,579,2,2109
Carbon,School Directors (4 Year Term) Lehighton Area School District,,REP,JOY BEERS,2038,259,3,2300
Carbon,School Directors (4 Year Term) Lehighton Area School District,,REP,DUANE A DELLECKER,1962,249,3,2214
Carbon,School Directors (4 Year Term) Lehighton Area School District,,,Write-In,1519,113,3,1635
Carbon,School Directors (2 Year Term) Lehighton Area School District,,,Ballots Cast,3964,911,6,4881
Carbon,School Directors (2 Year Term) Lehighton Area School District,,DEM/REP,WILLIAM HOWLAND,2590,684,4,3278
Carbon,School Directors (2 Year Term) Lehighton Area School District,,,Write-In,576,35,1,612
Carbon,School Directors (4 Year Term) Palmerton Area School District,,,Ballots Cast,3039,715,13,3767
Carbon,School Directors (4 Year Term) Palmerton Area School District,,DEM,MICHAEL GEORGE,1282,500,9,1791
Carbon,School Directors (4 Year Term) Palmerton Area School District,,DEM/REP,STACEY CONNELL,1767,450,8,2225
Carbon,School Directors (4 Year Term) Palmerton Area School District,,DEM/REP,ERIN SNYDER,1627,424,6,2057
Carbon,School Directors (4 Year Term) Palmerton Area School District,,DEM/REP,EARL PAULES,1446,359,5,1810
Carbon,School Directors (4 Year Term) Palmerton Area School District,,REP,DANIELLE PAULES,1639,206,5,1850
Carbon,School Directors (4 Year Term) Palmerton Area School District,,,Write-In,359,15,3,377
Carbon,School Directors (2 Year Term) Palmerton Area School District,,,Ballots Cast,3039,715,13,3767
Carbon,School Directors (2 Year Term) Palmerton Area School District,,REP,MAGIN GURSKY,1968,346,5,2319
Carbon,School Directors (2 Year Term) Palmerton Area School District,,,Write-In,466,21,4,491
Carbon,School Directors (4 Year Term) Weatherly Area School District,,,Ballots Cast,1137,241,1,1379
Carbon,School Directors (4 Year Term) Weatherly Area School District,,DEM/REP,BARBARA SIPLER,564,166,0,730
Carbon,School Directors (4 Year Term) Weatherly Area School District,,DEM/REP,RYAN P BINDER,664,160,1,825
Carbon,School Directors (4 Year Term) Weatherly Area School District,,REP,NANCY MULVANEY,612,117,0,729
Carbon,School Directors (4 Year Term) Weatherly Area School District,,REP,GERARD GREGA,614,111,0,725
Carbon,School Directors (4 Year Term) Weatherly Area School District,,,Write-In,146,6,0,152
Carbon,School Directors (2 Year Term) Weatherly Area School District,,,Ballots Cast,1137,241,1,1379
Carbon,School Directors (2 Year Term) Weatherly Area School District,,REP,GERARD GREGA,675,113,0,788
Carbon,School Directors (2 Year Term) Weatherly Area School District,,,Write-In,82,4,0,86
Carbon,Supreme Court Retention Election Question - Christine Donohue,,,Ballots Cast,13863,3381,43,17287
Carbon,Supreme Court Retention Election Question - Christine Donohue,,,YES,5466,2308,22,7796
Carbon,Supreme Court Retention Election Question - Christine Donohue,,,NO,7410,906,19,8335
Carbon,Supreme Court Retention Election Question - Kevin M Dougherty,,,Ballots Cast,13863,3381,43,17287
Carbon,Supreme Court Retention Election Question - Kevin M Dougherty,,,YES,5493,2286,21,7800
Carbon,Supreme Court Retention Election Question - Kevin M Dougherty,,,NO,7351,911,19,8281
Carbon,Supreme Court Retention Election Question - David Wecht,,,Ballots Cast,13863,3381,43,17287
Carbon,Supreme Court Retention Election Question - David Wecht,,,YES,5348,2274,23,7645
Carbon,Supreme Court Retention Election Question - David Wecht,,,NO,7442,908,18,8368
Carbon,Superior Court Retention Election Question - Alice Beck Dubow,,,Ballots Cast,13863,3381,43,17287
Carbon,Superior Court Retention Election Question - Alice Beck Dubow,,,YES,5193,2077,20,7290
Carbon,Superior Court Retention Election Question - Alice Beck Dubow,,,NO,7024,955,19,7998
